asin,title,actors,box_office,country,director,genre,language,metascore,production,rated,released,runtime,type,writer,year,imdb_id,imdb_rating,imdb_votes
0783228031,The War Wagon,"John Wayne, Kirk Douglas, Howard Keel, Robert Walker Jr.",N/A,USA,Burt Kennedy,Western,"English, Spanish",N/A,N/A,UNRATED,27 May 1967,96 min,movie,"Clair Huffaker (screenplay), Clair Huffaker (novel)",1967,tt0062472,6.9,"7,118"
B00007AJE3,Eye See You,"Sylvester Stallone, Charles S. Dutton, Polly Walker, Kris Kristofferson",N/A,"Germany, USA",Jim Gillespie,"Crime, Horror, Mystery",English,N/A,Universal Pictures,R,17 Jan 2002,96 min,movie,"Howard Swindle (book), Ron L. Brinkerhoff (screen story), Ron L. Brinkerhoff (screenplay)",2002,tt0160184,5.3,"20,804"
6304109318,Mary Reilly,"Julia Roberts, John Malkovich, George Cole, Michael Gambon",N/A,"USA, UK",Stephen Frears,"Drama, Horror, Romance",English,44,Sony Pictures Home Entertainment,R,23 Feb 1996,108 min,movie,"Valerie Martin (novel), Christopher Hampton (screenplay)",1996,tt0117002,5.8,"12,483"
630179866X,The Big Trail,"John Wayne, Marguerite Churchill, El Brendel, Tully Marshall",N/A,USA,"Raoul Walsh, Louis R. Loeffler","Adventure, Western, Romance",English,N/A,Twentieth Century Fox Home Entertainment,PASSED,01 Nov 1930,125 min,movie,Hal G. Evarts (story),1930,tt0020691,7.3,"2,700"
6301798201,The Ox-Bow Incident,"Henry Fonda, Dana Andrews, Mary Beth Hughes, Anthony Quinn",N/A,USA,William A. Wellman,"Drama, Western","English, Spanish",N/A,20th Century Fox Film Corporat,NOT RATED,21 May 1943,75 min,movie,"Lamar Trotti (written for the screen by), Walter Van Tilburg Clark (from the novel by)",1943,tt0036244,8.1,"17,232"
6301390768,Mighty Joe Young,"Charlize Theron, Bill Paxton, Rade Serbedzija, Peter Firth",N/A,USA,Ron Underwood,"Action, Adventure, Family","English, Swahili",51,Buena Vista,PG,25 Dec 1998,114 min,movie,"Merian C. Cooper (story), Ruth Rose (earlier screenplay), Mark Rosenthal (screenplay), Lawrence Konner (screenplay)",1998,tt0120751,5.6,"24,479"
B001FOPOD8,Timecrimes,"Karra Elejalde, Candela Fernández, Bárbara Goenaga, Nacho Vigalondo",N/A,Spain,Nacho Vigalondo,"Horror, Mystery, Sci-Fi",Spanish,68,Magnolia Pictures,R,27 Jun 2008,92 min,movie,Nacho Vigalondo,2007,tt0480669,7.2,"46,978"
B00004YRWY,"Burn, Witch, Burn","Peter Wyngarde, Janet Blair, Margaret Johnston, Anthony Nicholls",N/A,UK,Sidney Hayers,Horror,English,N/A,Independent Artists,NOT RATED,25 Apr 1962,90 min,movie,"Fritz Leiber Jr. (novel), Charles Beaumont (screenplay), Richard Matheson (screenplay)",1962,tt0056279,7.0,"2,192"
B00003CXP4,The Ladies Man,"Tim Meadows, Karyn Parsons, Billy Dee Williams, John Witherspoon","$13,384,928",USA,Reginald Hudlin,Comedy,English,22,Paramount Pictures,R,13 Oct 2000,84 min,movie,"Tim Meadows, Dennis McNicholas, Andrew Steele",2000,tt0213790,5.1,"11,264"
B000078UJV,X-Men,"Hugh Jackman, Patrick Stewart, Ian McKellen, Famke Janssen","$156,164,829",USA,Bryan Singer,"Action, Adventure, Sci-Fi",English,64,20th Century Fox,PG-13,14 Jul 2000,104 min,movie,"Tom DeSanto (story), Bryan Singer (story), David Hayter (screenplay)",2000,tt0120903,7.4,"496,782"
6302418828,No Time for Sergeants,"Andy Griffith, Myron McCormick, Nick Adams, Murray Hamilton",N/A,USA,Mervyn LeRoy,"Comedy, War",English,N/A,Warner Home Video,APPROVED,05 Jul 1958,119 min,movie,"John Lee Mahin (screenplay), Ira Levin (play), Mac Hyman (novel)",1958,tt0052005,7.7,"3,052"
6303114946,Searching for Bobby Fischer,"Max Pomeranc, Joe Mantegna, Joan Allen, Ben Kingsley",N/A,USA,Steven Zaillian,"Biography, Drama",English,N/A,Paramount Home Video,PG,11 Aug 1993,109 min,movie,"Fred Waitzkin (book), Steven Zaillian (screenplay)",1993,tt0108065,7.5,"25,371"
B001L9EXSY,My Best Friend's Girlfriend,"Shia LaBeouf, Christy Carlson Romano, Nick Spano, Tom Virtue",,USA,Casey Lynn De Stefano,"Family, Comedy",English,N/A,,TV-Y,22 Mar 2002,30 min,episode,Marc Warren,2002,tt0573925,7.5,12
0790743671,Coma,"Geneviève Bujold, Michael Douglas, Elizabeth Ashley, Rip Torn",N/A,USA,Michael Crichton,"Drama, Horror, Mystery",English,60,WARNER BROTHERS PICTURES,PG,06 Jan 1978,113 min,movie,"Michael Crichton (screenplay), Robin Cook (novel)",1978,tt0077355,6.9,"14,429"
B000059OLR,Incubus,"Tara Reid, Akemnji Ndifornyen, Alice O'Connell, Russell Carter",N/A,"UK, Romania",Anya Camilleri,"Horror, Mystery, Thriller","English, Spanish",N/A,Sony Pictures Entertainment,R,31 Oct 2006,84 min,movie,Gary Humphreys,2006,tt0462359,3.1,"1,875"
B001TRDQIQ,Tits Against the Glass: Making 'Crank 2',"Mark Neveldine, Brian Taylor, Skip Williamson, Jason Statham",N/A,USA,N/A,Documentary,English,N/A,N/A,N/A,08 Sep 2009,54 min,movie,N/A,2009,tt1584804,6.7,15
6302779782,The Three Faces of Eve,"Joanne Woodward, David Wayne, Lee J. Cobb, Edwin Jerome",N/A,USA,Nunnally Johnson,"Drama, Mystery",English,N/A,Fox,APPROVED,23 Sep 1957,91 min,movie,"Nunnally Johnson (screenplay), Corbett Thigpen (book), Hervey M. Cleckley (book)",1957,tt0051077,7.2,"6,052"
0790741660,Murder in the First,"Christian Slater, Kevin Bacon, Gary Oldman, Embeth Davidtz",N/A,"USA, France",Marc Rocco,"Drama, Thriller",English,N/A,Warner Bros. Pictures,R,20 Jan 1995,122 min,movie,Dan Gordon,1995,tt0113870,7.3,"23,191"
0783226225,Black Angel,"Dan Duryea, June Vincent, Peter Lorre, Broderick Crawford",N/A,USA,Roy William Neill,"Crime, Film-Noir, Mystery",English,N/A,UN,APPROVED,02 Aug 1946,81 min,movie,"Roy Chanslor (screenplay), Cornell Woolrich (novel)",1946,tt0038360,7.0,"2,014"
B0001AW066,Friends Gag Reel: Season 9,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc",N/A,USA,N/A,"Short, Comedy",English,N/A,N/A,N/A,08 Mar 2005,7 min,movie,N/A,2005,tt3923346,8.8,84
B00005A3KT,Chain Reaction,"Keanu Reeves, Morgan Freeman, Rachel Weisz, Fred Ward",N/A,USA,Andrew Davis,"Action, Drama, Sci-Fi",English,N/A,Twentieth Century Fox Home Entertainment,PG-13,02 Aug 1996,107 min,movie,"Arne Schmidt (story), Rick Seaman (story), Josh Friedman (story), J.F. Lawton (screenplay), Michael Bortman (screenplay)",1996,tt0115857,5.6,"42,786"
B005M0X078,The Phantom of the Opera at the Royal Albert Hall,"Ramin Karimloo, Sierra Boggess, Hadley Fraser, Wendy Ferguson","$826,991",UK,"Nick Morris, Laurence Connor","Drama, Music, Musical",English,N/A,NCM/ Fathom,PG-13,02 Oct 2011,137 min,movie,"Richard Stilgoe, Andrew Lloyd Webber, Gaston Leroux (novel)",2011,tt2077886,8.9,"5,042"
6303073573,And the Band Played On,"Matthew Modine, Alan Alda, Patrick Bauchau, Nathalie Baye",N/A,USA,Roger Spottiswoode,Drama,"English, French, Danish",N/A,HBO Video,PG-13,11 Sep 1993,141 min,movie,"Randy Shilts (book), Arnold Schulman (teleplay)",1993,tt0106273,7.8,"8,179"
6304462484,Red Zone Cuba,"Trace Beaulieu, Michael J. Nelson, Jim Mallon, Kevin Murphy",,USA,Trace Beaulieu,"Comedy, Sci-Fi",English,N/A,,TV-14,17 Dec 1994,97 min,episode,"Joel Hodgson (creator), Michael J. Nelson (head writer), Trace Beaulieu, Paul Chaplin, Mike Dodge, Bridget Jones, Kevin Murphy, Mary Jo Pehl, Jim Mallon (contributing writer), Colleen Henjum (contributing writer)",1994,tt0776518,8.7,237
6302731224,Hoffa,"Jack Nicholson, Danny DeVito, Armand Assante, J.T. Walsh",N/A,USA,Danny DeVito,"Biography, Crime, Drama","English, Italian, Latin",50,20th Century Fox,R,25 Dec 1992,140 min,movie,David Mamet,1992,tt0104427,6.6,"18,267"
B004EPZ034,Alvin and the Chipmunks: Chipwrecked,"Jason Lee, David Cross, Jenny Slate, Justin Long","$133,103,929",USA,Mike Mitchell,"Animation, Adventure, Comedy",English,24,20th Century Fox,G,16 Dec 2011,87 min,movie,"Jonathan Aibel, Glenn Berger, Ross Bagdasarian (characters), Janice Karman (characters)",2011,tt1615918,4.4,"25,084"
B003UESJII,The Illusionist,"Edward Norton, Paul Giamatti, Jessica Biel, Rufus Sewell","$39,680,302","USA, Czech Republic",Neil Burger,"Drama, Mystery, Romance",English,68,Yari Film Group,PG-13,01 Sep 2006,110 min,movie,"Neil Burger (screenplay), Steven Millhauser (short story ""Eisenheim the Illusionist"")",2006,tt0443543,7.6,"318,188"
B0002WZN8K,Friends Gag Reel: Season 9,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc",N/A,USA,N/A,"Short, Comedy",English,N/A,N/A,N/A,08 Mar 2005,7 min,movie,N/A,2005,tt3923346,8.8,84
6303953484,Godzilla vs. Mechagodzilla,"Masaaki Daimon, Kazuya Aoyama, Reiko Tajima, Akihiko Hirata",N/A,Japan,Jun Fukuda,"Action, Fantasy, Horror",Japanese,N/A,Sony Pictures Entertainment,PG,01 Mar 1977,84 min,movie,"Jun Fukuda, Masami Fukushima (story), Shin'ichi Sekizawa (story), Hiroyasu Yamamura",1974,tt0071565,6.4,"3,977"
B000HRMAUY,Shadowboxer,"Cuba Gooding Jr., Helen Mirren, Vanessa Ferlito, Macy Gray","$317,695",USA,Lee Daniels,"Action, Crime, Drama",English,33,Freestyle Releasing,R,14 Jul 2006,93 min,movie,Will Rokos,2005,tt0396857,5.6,"6,166"
B0053XZ8O2,The Beaver,"Mel Gibson, Cherry Jones, Jodie Foster, Anton Yelchin","$900,000","USA, United Arab Emirates",Jodie Foster,Drama,English,60,Summit Entertainment,PG-13,19 May 2011,91 min,movie,Kyle Killen,2011,tt1321860,6.7,"42,810"
B000W1SZ9U,I Know Who Killed Me,"Bonnie Aarons, Lindsay Lohan, Michael Adler, Julia Ormond","$7,233,485",USA,Chris Sivertson,"Mystery, Thriller",English,16,TriStar Pictures,R,27 Jul 2007,105 min,movie,Jeff Hammond,2007,tt0897361,3.6,"23,856"
6300268179,What's Up Doc,"Harriet Hall, Barry Van Dyke",,USA,N/A,Comedy,English,N/A,,N/A,N/A,30 min,series,N/A,1978–,tt0184172,7.0,10
B008MPQ0G8,Rosemary's Baby,"Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer",N/A,USA,Roman Polanski,"Drama, Horror",English,96,Paramount Pictures,R,12 Jun 1968,137 min,movie,"Ira Levin (novel), Roman Polanski (screenplay)",1968,tt0063522,8.0,"154,565"
0792838734,Mulholland Falls,"Nick Nolte, Melanie Griffith, Chazz Palminteri, Michael Madsen",N/A,USA,Lee Tamahori,"Crime, Drama, Mystery",English,N/A,MGM Home Entertainment,R,26 Apr 1996,107 min,movie,"Peter Dexter (story), Floyd Mutrux (story), Peter Dexter (screenplay)",1996,tt0117107,6.2,"13,781"
6301813723,Bloody Birthday,"Lori Lethin, Melinda Cordell, Julie Brown, Joe Penny",N/A,USA,Ed Hunt,"Drama, Horror, Thriller",English,N/A,Rearguard,R,28 Apr 1981,85 min,movie,"Ed Hunt (screenplay), Barry Pearson (screenplay)",1981,tt0082084,5.7,"3,059"
B00A2H9UG6,Playing for Keeps,"Gerard Butler, Jessica Biel, Noah Lomax, Dennis Quaid","$13,099,786",USA,Gabriele Muccino,"Comedy, Romance, Sport",English,27,FilmDistrict,PG-13,07 Dec 2012,105 min,movie,Robbie Fox,2012,tt1540128,5.7,"25,799"
1573624101,Warlock,"Julian Sands, Lori Singer, Richard E. Grant, Mary Woronov",N/A,USA,Steve Miner,"Action, Fantasy, Horror",English,N/A,Trimark,R,11 Jan 1991,103 min,movie,David Twohy,1989,tt0098622,6.2,"12,525"
6302517052,Critters,"Dee Wallace, M. Emmet Walsh, Billy Green Bush, Scott Grimes",N/A,USA,Stephen Herek,"Action, Comedy, Horror",English,N/A,Sony Pictures Home Entertainment,PG-13,11 Apr 1986,82 min,movie,"Domonic Muir (story), Domonic Muir (screenplay), Stephen Herek (screenplay), Don Keith Opper (additional scenes)",1986,tt0090887,6.0,"25,825"
6302305942,Ship of Fools,"Vivien Leigh, Simone Signoret, José Ferrer, Lee Marvin",N/A,USA,Stanley Kramer,"Drama, Romance, War","English, German, Spanish",N/A,Columbia Pictures,NOT RATED,01 Oct 1965,149 min,movie,"Katherine Anne Porter (novel), Abby Mann (screenplay)",1965,tt0059712,7.2,"4,165"
B00005JMXO,New York Minute,"Ashley Olsen, Mary-Kate Olsen, Eugene Levy, Andy Richter","$14,018,364",USA,Dennie Gordon,"Comedy, Crime, Family",English,33,Warner Bros.,PG,07 May 2004,91 min,movie,"Emily Fox (story), Emily Fox (screenplay), Adam Cooper (screenplay), Bill Collage (screenplay)",2004,tt0363282,4.9,"18,930"
B005Z9MFCM,Texas Killing Fields,"Sam Worthington, Jeffrey Dean Morgan, Jessica Chastain, Chloë Grace Moretz","$45,282",USA,Ami Canaan Mann,"Crime, Drama, History",English,49,Anchor Bay Entertainment,R,14 Oct 2011,105 min,movie,Don Ferrarone,2011,tt1389127,5.7,"16,157"
B008Y1YJN6,Sparkle,"Jordin Sparks, Whitney Houston, Derek Luke, Mike Epps","$24,397,469",USA,Salim Akil,"Drama, Music",English,54,Sony Pictures,PG-13,17 Aug 2012,116 min,movie,"Mara Brock Akil (screenplay), Joel Schumacher (story), Howard Rosenman (story)",2012,tt1876451,5.7,"5,363"
B000A2LV4W,Fire and Ice,"Randy Norton, Cynthia Leake, Steve Sandor, Sean Hannon",N/A,USA,"Ralph Bakshi, Tom Tataranowicz","Animation, Fantasy, Adventure",English,N/A,Blue Underground,PG,26 Aug 1983,81 min,movie,"Ralph Bakshi (characters created by), Frank Frazetta (characters created by), Roy Thomas (screenplay), Gerry Conway (screenplay)",1983,tt0085542,6.6,"7,305"
B00004WGAK,One-Eyed Jacks,"Marlon Brando, Karl Malden, Katy Jurado, Ben Johnson",N/A,USA,Marlon Brando,Western,"English, Spanish",N/A,Madacy Entertainment,NOT RATED,08 Jul 1961,141 min,movie,"Guy Trosper (screenplay), Calder Willingham (screenplay), Charles Neider (novel)",1961,tt0055257,7.2,"7,689"
B00002JWZT,High Art,"Radha Mitchell, Gabriel Mann, Charis Michelsen, David Thornton",N/A,USA,Lisa Cholodenko,"Drama, Romance",English,73,October Releasing,R,12 Jun 1998,101 min,movie,Lisa Cholodenko,1998,tt0139362,6.7,"8,860"
6301797973,High Anxiety,"Mel Brooks, Madeline Kahn, Cloris Leachman, Harvey Korman",N/A,USA,Mel Brooks,Comedy,English,55,Fox,PG,25 Dec 1977,94 min,movie,"Mel Brooks, Ron Clark, Rudy De Luca, Barry Levinson",1977,tt0076141,6.7,"16,574"
0767821505,Crumb,"Robert Crumb, Aline Kominsky, Charles Crumb, Maxon Crumb",N/A,USA,Terry Zwigoff,"Documentary, Biography, Comedy",English,93,Sony Pictures Home Entertainment,R,28 Apr 1995,119 min,movie,N/A,1994,tt0109508,8.0,"15,271"
B00008RUYS,The Shaft,"James Marshall, Naomi Watts, Eric Thal, Michael Ironside",N/A,"USA, Netherlands",Dick Maas,"Action, Horror, Mystery",English,N/A,First Floor Features,R,06 Sep 2001,111 min,movie,Dick Maas,2001,tt0247303,4.4,"3,082"
B0064OUGK0,The Rum Diary,"Johnny Depp, Aaron Eckhart, Michael Rispoli, Amber Heard","$13,000,000.00","USA, UK",Bruce Robinson,"Comedy, Drama","English, Spanish, German",56,The Film District,R,28 Oct 2011,120 min,movie,"Bruce Robinson (screenplay), Hunter S. Thompson (novel)",2011,tt0376136,6.2,"90,862"
6300215482,Wings,"Clara Bow, Charles 'Buddy' Rogers, Richard Arlen, Jobyna Ralston",N/A,USA,"William A. Wellman, Harry d'Abbadie d'Arrast","Drama, Romance, War",English,N/A,Unknown,PG-13,05 Jan 1929,144 min,movie,"John Monk Saunders (story), Hope Loring (screenplay), Louis D. Lighton (screenplay), Julian Johnson (titles)",1927,tt0018578,7.7,"8,835"
B0051GLDQS,Quarantine 2: Terminal,"Mercedes Mason, Josh Cooke, Mattie Liptak, Ignacio Serricchio",N/A,USA,John Pogue,"Horror, Mystery, Sci-Fi",English,N/A,Sony Pictures Home Entertainment,R,17 Jun 2011,86 min,movie,"John Pogue (screenplay), John Erick Dowdle (motion picture ""Quarantine""), Drew Dowdle (motion picture ""Quarantine""), Jaume Balagueró (motion picture ""Rec""), Luiso Berdejo (motion picture ""Rec""), Paco Plaza (motion picture ""Rec"")",2011,tt1699231,5.2,"16,174"
6302801141,Twentieth Century,"John Barrymore, Carole Lombard, Walter Connolly, Roscoe Karns",N/A,USA,Howard Hawks,"Comedy, Romance","English, German",N/A,Sony Pictures Entertainment,N/A,11 May 1934,91 min,movie,"Charles Bruce Millholland (play), Ben Hecht (screenplay), Charles MacArthur (screenplay)",1934,tt0025919,7.8,"4,887"
0767835069,The Prince of Tides,"Nick Nolte, Barbra Streisand, Blythe Danner, Kate Nelligan",N/A,USA,Barbra Streisand,"Drama, Romance",English,65,Sony Pictures Home Entertainment,R,25 Dec 1991,132 min,movie,"Pat Conroy (novel), Pat Conroy (screenplay), Becky Johnston (screenplay)",1991,tt0102713,6.7,"13,468"
0790742446,The Bonfire of the Vanities,"Tom Hanks, Bruce Willis, Melanie Griffith, Kim Cattrall",N/A,USA,Brian De Palma,"Comedy, Drama, Romance",English,N/A,Warner Home Video,R,21 Dec 1990,125 min,movie,"Michael Cristofer (screenplay), Tom Wolfe (novel)",1990,tt0099165,5.5,"18,906"
B0006Z2LGU,Eulogy,"Hank Azaria, Jesse Bradford, Zooey Deschanel, Glenne Headly","$41,788","USA, UK, Germany",Michael Clancy,"Comedy, Drama",English,34,Lions Gate Films,R,26 Sep 2004,91 min,movie,Michael Clancy,2004,tt0349416,6.7,"7,937"
6301972139,Moulin Rouge,"José Ferrer, Colette Marchand, Zsa Zsa Gabor, Suzanne Flon",N/A,UK,John Huston,"Biography, Drama, Music",English,N/A,MGM Home Entertainment,NOT RATED,23 Dec 1952,119 min,movie,"Pierre La Mure (novel), Anthony Veiller (screenplay), John Huston (screenplay)",1952,tt0044926,7.2,"4,116"
0792834917,A Shot in the Dark,"Peter Sellers, Elke Sommer, George Sanders, Herbert Lom",N/A,"UK, USA",Blake Edwards,"Comedy, Mystery","English, Spanish",N/A,MGM Home Entertainment,APPROVED,29 Jan 1965,102 min,movie,"Blake Edwards (screenplay), William Peter Blatty (screenplay), Harry Kurnitz (based upon the stage play by), Marcel Achard (from the play 'L'idiote')",1964,tt0058586,7.6,"21,462"
B001221DUQ,Outpost,"Ray Stevenson, Julian Wadham, Richard Brake, Paul Blair",N/A,UK,Steve Barker,"Action, Horror, Sci-Fi",English,N/A,Screen Gems,R,11 Mar 2008,90 min,movie,"Rae Brunton (screenplay), Kieran Parker (story), Steve Barker (story), Rae Brunton (story)",2008,tt0892899,5.9,"14,730"
630365455X,Home for the Holidays,"Holly Hunter, Robert Downey Jr., Anne Bancroft, Charles Durning",N/A,USA,Jodie Foster,"Comedy, Drama, Romance",English,56,Passport,PG-13,03 Nov 1995,103 min,movie,"Chris Radant (short story), W.D. Richter (screenplay)",1995,tt0113321,6.6,"9,585"
0783228449,Raising Cain,"John Lithgow, Lolita Davidovich, Steven Bauer, Frances Sternhagen",N/A,USA,Brian De Palma,"Crime, Drama, Horror","English, Spanish",N/A,MCA Universal Home Video,R,07 Aug 1992,91 min,movie,Brian De Palma,1992,tt0105217,6.0,"11,074"
B00006ADFP,Italian for Beginners,"Anders W. Berthelsen, Anette Støvelbæk, Ann Eleonora Jørgensen, Peter Gantzler","$4,409,992","Denmark, Sweden",Lone Scherfig,"Comedy, Drama, Romance","Danish, Italian, English",77,Miramax Films,R,10 May 2002,112 min,movie,"Maeve Binchy (based on her novel ""Evening Class""), Lone Scherfig (screenplay)",2000,tt0243862,7.1,"11,749"
6301071263,Lady in White,"Lukas Haas, Len Cariou, Alex Rocco, Katherine Helmond",N/A,USA,Frank LaLoggia,"Fantasy, Horror, Mystery","English, Italian, Spanish, German",N/A,Virgin Vision,PG-13,22 Apr 1988,113 min,movie,Frank LaLoggia,1988,tt0095484,6.7,"5,127"
B000CAPZBC,The God Who Wasn't There,"Sam Harris, Robert M. Price, Richard Carrier, Earl Doherty",N/A,USA,Brian Flemming,"Documentary, Biography, History",English,N/A,Beyond Belief Media,N/A,06 Jun 2005,62 min,movie,Brian Flemming,2005,tt0455507,6.9,"4,701"
6305971935,The Philadelphia Experiment,"Michael Paré, Nancy Allen, Eric Christmas, Bobby Di Cicco",N/A,USA,Stewart Raffill,"Adventure, Drama, Romance",English,N/A,Starmaker Entertainment,PG,03 Aug 1984,102 min,movie,"Michael Janover (screenplay), William Gray (screenplay), Wallace C. Bennett (story by), Don Jakoby (story by), Charles Berlitz (book), William L. Moore (book)",1984,tt0087910,6.1,"12,101"
6303954227,Assassins,"Sylvester Stallone, Antonio Banderas, Julianne Moore, Anatoli Davydov",N/A,"France, USA",Richard Donner,"Action, Crime, Thriller","English, Dutch, Spanish",N/A,Warner Home Video,R,06 Oct 1995,132 min,movie,"Lilly Wachowski (story), Lana Wachowski (story), Lilly Wachowski (screenplay), Lana Wachowski (screenplay), Brian Helgeland (screenplay)",1995,tt0112401,6.3,"67,742"
B004F88IGQ,"Tomorrow, When the War Began","Caitlin Stasey, Rachel Hurd-Wood, Lincoln Lewis, Deniz Akdeniz","$8,996,537",Australia,Stuart Beattie,"Action, Adventure, Drama",English,54,Freestyle Releasing,R,24 Feb 2012,103 min,movie,"John Marsden (novel), Stuart Beattie",2010,tt1456941,6.2,"28,128"
B00005Q4D7,The Beastmaster,"Marc Singer, Tanya Roberts, Rip Torn, John Amos",N/A,"USA, West Germany",Don Coscarelli,"Action, Adventure, Fantasy",English,18,MGM Home Entertainment,PG,20 Aug 1982,118 min,movie,"Don Coscarelli, Paul Pepperman",1982,tt0083630,6.2,"16,756"
0783241585,Mystery Men,"Hank Azaria, Janeane Garofalo, William H. Macy, Kel Mitchell",N/A,USA,Kinka Usher,"Action, Comedy, Fantasy",English,65,Universal Pictures,PG-13,06 Aug 1999,121 min,movie,"Neil Cuthbert, Bob Burden (creator: comic book series)",1999,tt0132347,6.1,"56,240"
6301971744,One Two Three,"Tusshar Kapoor, Sunil Shetty, Paresh Rawal, Esha Deol","$246,724",India,Ashwani Dhir,"Comedy, Crime",Hindi,N/A,Eros Entertainment,N/A,28 Mar 2008,135 min,movie,Ashwani Dhir (screenplay),2008,tt1176960,5.1,"1,948"
B00000F5B5,Mambo Italiano,"Luke Kirby, Ginette Reno, Paul Sorvino, Mary Walsh","$6,239,558",Canada,Émile Gaudreault,"Comedy, Drama, Romance","English, Italian, French",41,Samuel Goldwyn Company,R,19 Sep 2003,99 min,movie,"Steve Galluccio (play), Steve Galluccio (screenplay), Émile Gaudreault (screenplay)",2003,tt0330602,6.7,"5,832"
6304212135,"Murder, My Sweet","Dick Powell, Claire Trevor, Anne Shirley, Otto Kruger",N/A,USA,Edward Dmytryk,"Crime, Drama, Film-Noir",English,N/A,Warner Home Video,APPROVED,22 Feb 1945,95 min,movie,"John Paxton (screenplay), Raymond Chandler (novel)",1944,tt0037101,7.6,"9,669"
6303977898,Il Postino,"Philippe Noiret, Massimo Troisi, Maria Grazia Cucinotta, Renato Scarpa",N/A,"Italy, France, Belgium","Michael Radford, Massimo Troisi","Biography, Comedy, Drama","Italian, Spanish",81,Penta Film,PG,22 Mar 1996,108 min,movie,"Antonio Skármeta (novel), Furio Scarpelli (story), Giacomo Scarpelli (story), Anna Pavignano (screenplay), Michael Radford (screenplay), Furio Scarpelli (screenplay), Giacomo Scarpelli (screenplay), Massimo Troisi (screenplay)",1994,tt0110877,7.7,"28,100"
B00077BPA0,Earthsea,"Sebastian Roché, Chris Gauthier, Jennifer Calvert, Emily Hampshire",,"USA, Canada",N/A,"Fantasy, Drama, Adventure",English,N/A,,N/A,13 Dec 2004,90 min,series,N/A,2004–,tt0407384,5.8,"5,425"
0783226004,Sneakers,"Jo Marr, Gary Hershberger, Robert Redford, Sidney Poitier",N/A,USA,Phil Alden Robinson,"Comedy, Crime, Drama","English, Russian, Chinese",N/A,Universal Pictures,PG-13,11 Sep 1992,126 min,movie,"Phil Alden Robinson, Lawrence Lasker, Walter F. Parkes",1992,tt0105435,7.1,"46,277"
B00003CX6D,Sunrise,"George O'Brien, Janet Gaynor, Margaret Livingston, Bodil Rosing",N/A,USA,F.W. Murnau,"Drama, Romance",English,N/A,Fox Films,NOT RATED,04 Nov 1927,94 min,movie,"Carl Mayer (scenario), Hermann Sudermann (from an original theme by), Katherine Hilliker (titles), H.H. Caldwell (titles)",1927,tt0018455,8.2,"34,182"
B0006B2A2O,Monk Season One: Mr. Monk and His O.C.D.,Tony Shalhoub,N/A,USA,N/A,"Documentary, Short",English,N/A,N/A,NOT RATED,14 Jun 2004,N/A,movie,N/A,2004,tt0449618,7.4,17
6304029977,"Faster, Pussycat! Kill! Kill!","Tura Satana, Haji, Lori Williams, Ray Barlow",N/A,USA,Russ Meyer,"Action, Comedy",English,N/A,Eve Productions,TV-14,06 Aug 1965,83 min,movie,"Jackie Moran (screenplay), Russ Meyer (original story)",1965,tt0059170,6.8,"11,655"
0780627776,Poison Ivy,"Sara Gilbert, Drew Barrymore, Tom Skerritt, Cheryl Ladd",N/A,USA,Katt Shea,"Drama, Thriller",English,N/A,Sony Pictures Home Entertainment,R,08 May 1992,90 min,movie,"Melissa Goddard (story), Andy Ruben (screenplay), Katt Shea (screenplay)",1992,tt0105156,5.4,"14,830"
6302945089,Rising Sun,"Sean Connery, Wesley Snipes, Harvey Keitel, Cary-Hiroyuki Tagawa",N/A,USA,Philip Kaufman,"Action, Crime, Drama","English, Japanese",56,Twentieth Century Fox Home Entertainment,R,30 Jul 1993,129 min,movie,"Michael Crichton (novel), Philip Kaufman (screenplay), Michael Crichton (screenplay), Michael Backes (screenplay)",1993,tt0107969,6.2,"37,254"
B00K2CHWOI,Edge of Tomorrow,"Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton","$77,121,429","USA, Canada",Doug Liman,"Action, Adventure, Sci-Fi",English,71,Warner Bros. Pictures,PG-13,06 Jun 2014,113 min,movie,"Christopher McQuarrie (screenplay by), Jez Butterworth (screenplay by), John-Henry Butterworth (screenplay by), Hiroshi Sakurazaka (based on the novel ""All You Need Is Kill"" by)",2014,tt1631867,7.9,"489,826"
630121613X,Au Revoir les Enfants,"Gaspard Manesse, Raphael Fejtö, Francine Racette, Stanislas Carré de Malberg",N/A,"France, West Germany, Italy",Louis Malle,"Drama, War","French, German, English, Greek, Latin",N/A,Criterion Collection,PG,12 Feb 1988,104 min,movie,"Louis Malle, Louis Malle (scenario)",1987,tt0092593,8.0,"26,026"
0790744732,Kiss Me Kate,"Kathryn Grayson, Howard Keel, Ann Miller, Keenan Wynn",N/A,USA,George Sidney,"Comedy, Musical, Romance","English, French, Italian",N/A,Warner Brothers Classics,APPROVED,26 Nov 1953,109 min,movie,"Dorothy Kingsley (screenplay), Sam Spewack (book), Bella Spewack (book)",1953,tt0045963,7.2,"4,658"
