asin,title,actors,box_office,country,director,genre,language,metascore,production,rated,released,runtime,type,writer,year,imdb_id,imdb_rating,imdb_votes
B0000AK7A8,Casper,"Chauncey Leopardi, Spencer Vrooman, Malachi Pearson, Cathy Moriarty",N/A,USA,Brad Silberling,"Comedy, Family, Fantasy",English,N/A,Universal Pictures,PG,26 May 1995,100 min,movie,"Joseph Oriolo (characters), Sherri Stoner, Deanna Oliver",1995,tt0112642,6.0,"95,552"
630176031X,The King and I,"Deborah Kerr, Yul Brynner, Rita Moreno, Martin Benson",N/A,USA,Walter Lang,"Biography, Drama, Musical","English, Thai",N/A,20th Century Fox,APPROVED,29 Jun 1956,133 min,movie,"Ernest Lehman (screenplay), Oscar Hammerstein II (book), Margaret Landon (from their musical play based on Anna and the King of Siam by)",1956,tt0049408,7.5,"20,525"
B0007US7E4,Hellraiser: Hellworld,"Lance Henriksen, Katheryn Winnick, Christopher Jacot, Khary Payton",N/A,"USA, Romania",Rick Bota,Horror,English,N/A,Miramax,R,06 Sep 2005,91 min,movie,"Clive Barker (characters), Joel Soisson (story), Carl V. Dupré (screenplay)",2005,tt0354623,4.2,"7,751"
630113639X,The Dead,"Rob Freeman, Prince David Oseia, David Dontoh, Ben Crowe",N/A,UK,"Howard J. Ford, Jonathan Ford(co-director)",Horror,English,59,Global Cinema Distribution,R,01 Oct 2011,105 min,movie,"Howard J. Ford, Jonathan Ford",2010,tt1386925,5.8,"8,020"
6303908101,Under Siege 2: Dark Territory,"Steven Seagal, Eric Bogosian, Everett McGill, Katherine Heigl",N/A,USA,Geoff Murphy,"Action, Thriller",English,N/A,Warner Home Video,R,14 Jul 1995,100 min,movie,"Richard Hatem, Matt Reeves, J.F. Lawton (characters)",1995,tt0114781,5.4,"38,475"
0780021118,Autumn Sonata,"Ingrid Bergman, Liv Ullmann, Lena Nyman, Halvar Björk",N/A,"France, West Germany, Sweden, UK",Ingmar Bergman,"Drama, Music","Swedish, English",N/A,Criterion Collection,PG,18 Oct 1978,99 min,movie,Ingmar Bergman,1978,tt0077711,8.3,"17,404"
B000127ZC8,Foolproof,"Ryan Reynolds, Kristin Booth, Joris Jarsky, Sean Sullivan",N/A,Canada,William Phillips,"Action, Comedy, Crime",English,N/A,Universal Studios,R,03 Oct 2003,94 min,movie,William Phillips,2003,tt0356614,6.5,"8,584"
B001L67A3M,Chocolate,"JeeJa Yanin, Hiroshi Abe, Pongpat Wachirabunjong, Taphon Phopwandee",N/A,Thailand,Prachya Pinkaew,"Action, Drama","Thai, Japanese, English, English",N/A,Magnolia Pictures,R,06 Feb 2008,110 min,movie,"Napalee (screenplay), Chookiat Sakveerakul (screenplay)",2008,tt1183252,7.0,"15,841"
0767834860,The Adventures of Milo and Otis,"Kyôko Koizumi, Søren Kragh-Jacobsen, Milo, Dudley Moore",N/A,Japan,Masanori Hata,"Adventure, Drama, Family",Japanese,N/A,Sony Pictures Home Entertainment,G,25 Aug 1989,76 min,movie,"Masanori Hata (story), Mark Saltzman (screenplay)",1986,tt0097050,7.1,"9,223"
B00000F3SB,Kingdom Hospital,"Jamie Harrold, Diane Ladd, Bruce Davison, Jack Coleman",,USA,N/A,"Drama, Fantasy, Horror",English,N/A,,N/A,03 Mar 2004,608 min,series,Stephen King,2004,tt0324864,6.8,"6,381"
6303149189,Scars of Dracula,"Christopher Lee, Dennis Waterman, Jenny Hanley, Christopher Matthews",N/A,UK,Roy Ward Baker,Horror,English,N/A,MGM,R,23 Dec 1970,96 min,movie,"Anthony Hinds (screenplay), Bram Stoker (based on the character created by)",1970,tt0067713,6.2,"3,865"
B0007NFMB2,Riding the Bullet,"Jonathan Jackson, David Arquette, Cliff Robertson, Barbara Hershey","$101,107","USA, Germany, Canada",Mick Garris,"Horror, Thriller",English,37,LionsGate Entertainment,R,03 Feb 2005,98 min,movie,"Mick Garris (screenplay), Stephen King (novel)",2004,tt0355954,5.2,"8,024"
630450392X,Everyone Says I Love You,"Edward Norton, Drew Barrymore, Diva Gray, Ami Almendral",N/A,USA,Woody Allen,"Comedy, Musical, Romance",English,N/A,Sweetland Films,R,17 Jan 1997,101 min,movie,Woody Allen,1996,tt0116242,6.8,"31,843"
6305076731,Object of My Affection,"Peta Manning, Natalie Vella",N/A,Australia,"Peta Manning, Natalie Vella(co-director)","Short, Comedy",English,N/A,N/A,N/A,06 Jul 2004,5 min,movie,"Peta Manning, Natalie Vella",2004,tt0464825,6.0,12
0793941806,Smilla's Sense of Snow,"Ona Fletcher, Julia Ormond, Agga Olsen, Patrick Field",N/A,"Denmark, Germany, Sweden",Bille August,"Action, Drama, Sci-Fi","English, Inuktitut",45,Fox Searchlight Pictures,R,28 Feb 1997,121 min,movie,"Peter Høeg (novel), Ann Biderman (screenplay)",1997,tt0120152,6.4,"12,235"
6304089627,Muppet Treasure Island,"Tim Curry, Billy Connolly, Jennifer Saunders, Kevin Bishop",N/A,USA,"Brian Henson, David Lane","Action, Adventure, Comedy",English,64,Buena Vista,G,16 Feb 1996,99 min,movie,"Robert Louis Stevenson (novel), Jerry Juhl (screenplay), Kirk R. Thatcher (screenplay), James V. Hart (screenplay)",1996,tt0117110,6.9,"17,359"
6301847415,Frankenhooker,"James Lorinz, Joanne Ritchie, Patty Mullen, J.J. Clark",N/A,USA,Frank Henenlotter,"Comedy, Horror","English, Swedish",N/A,Shapiro Glickenhaus,R,01 Jun 1990,85 min,movie,"Robert Martin, Frank Henenlotter",1990,tt0099611,6.1,"6,988"
6302816610,Quick Change,"Bill Murray, Dale Grand, Bob Elliott, Geena Davis",N/A,USA,"Howard Franklin, Bill Murray","Comedy, Crime",English,56,Warner Home Video,R,13 Jul 1990,89 min,movie,"Jay Cronley (book), Howard Franklin (screenplay)",1990,tt0100449,6.8,"16,960"
6300248550,Jane Eyre,"Mia Wasikowska, Jamie Bell, Su Elliot, Holliday Grainger",N/A,"UK, USA",Cary Fukunaga,"Drama, Romance","English, French",76,Focus Features,PG-13,22 Apr 2011,120 min,movie,"Charlotte Brontë (novel), Moira Buffini (screenplay)",2011,tt1229822,7.4,"69,455"
B00000F0YI,Dead and Buried,"Charlie Clausen, Nathaniel Kiwi",N/A,Australia,Ben Hodson,"Short, Comedy","English, English",N/A,N/A,N/A,21 Oct 2006,5 min,movie,Charlie Clausen (screenplay),2006,tt0892870,6.2,23
0767023765,The Crossing,"Jeff Daniels, Roger Rees, Sebastian Roché, Steven McCarthy",N/A,USA,Robert Harmon,"Biography, Drama, History",English,N/A,A & E,N/A,10 Jan 2000,89 min,movie,"Howard Fast (novel), Howard Fast (teleplay)",2000,tt0210628,7.2,"1,524"
B00005JP2Y,Harsh Times,"Christian Bale, Freddy Rodríguez, Eva Longoria, Chaka Forman","$3,304,691",USA,David Ayer,"Action, Crime, Drama","English, Spanish, Korean",56,MGM,R,10 Nov 2006,116 min,movie,David Ayer,2005,tt0433387,6.9,"57,446"
B00007M5KK,Stealing Harvard,"Jason Lee, Tom Green, Leslie Mann, Megan Mullally","$13,914,181",USA,Bruce McCulloch,"Comedy, Crime",English,25,Columbia Pictures,PG-13,13 Sep 2002,85 min,movie,"Martin Hynes (story), Peter Tolan (story), Peter Tolan (screenplay)",2002,tt0265808,5.1,"11,488"
B0009ULBGS,The Muppet Show: Sex and Violence,"Jim Henson, Frank Oz, Jerry Nelson, Richard Hunt",N/A,"USA, UK",Dave Wilson,"Comedy, Family, Music",English,N/A,N/A,N/A,19 Mar 1975,30 min,movie,"Marshall Brickman, Jon Stone, Norman Stiles, Jim Henson",1975,tt0454507,7.7,278
6304410832,Beautiful Thing,"Meera Syal, Martin Walsh, Steven M. Martin, Andrew Fraser",N/A,UK,Hettie Macdonald,"Comedy, Drama, Romance",English,N/A,N/A,R,09 Oct 1996,90 min,movie,"Jonathan Harvey, Jonathan Harvey (play)",1996,tt0115640,7.7,"19,849"
0783237979,Cats,"James Barron, Jo Bingham, Jacob Brent, Kaye Brown",N/A,"UK, USA",David Mallet,Musical,English,N/A,N/A,N/A,N/A,115 min,movie,T.S. Eliot (book),1998,tt2227830,7.4,872
1575233576,Jack Frost,"Michael Keaton, Kelly Preston, Joseph Cross, Mark Addy",N/A,USA,Troy Miller,"Comedy, Drama, Family",English,N/A,Warner Bros. Pictures,PG,11 Dec 1998,101 min,movie,"Mark Steven Johnson (story), Mark Steven Johnson (screenplay), Steve Bloom (screenplay), Jonathan Roberts (screenplay), Jeff Cesario (screenplay)",1998,tt0141109,5.3,"26,787"
B005LAIGQ4,Big Miracle,"John Pingayak, Ahmaogak Sweeney, John Chase, Ishmael Angalook Hope","$20,113,965","USA, UK",Ken Kwapis,"Biography, Drama, Romance",English,61,Universal Pictures,PG,03 Feb 2012,107 min,movie,"Jack Amiel (screenplay), Michael Begler (screenplay), Thomas Rose (book)",2012,tt1430615,6.5,"16,233"
B0012QE4PI,The Counterfeiters,"Karl Markovics, August Diehl, Devid Striesow, Martin Brambach",N/A,"Austria, Germany",Stefan Ruzowitzky,"Crime, Drama, War","German, Russian, English, Hebrew",78,Sony Pictures Classics,R,18 Apr 2008,98 min,movie,"Adolf Burger (book), Stefan Ruzowitzky (screenplay)",2007,tt0813547,7.6,"38,796"
0784011680,Chaplin,"Robert Downey Jr., Geraldine Chaplin, Paul Rhys, John Thaw",N/A,"UK, France, Italy, Japan, USA",Richard Attenborough,"Biography, Comedy, Drama",English,47,Columbia TriStar,PG-13,08 Jan 1993,143 min,movie,"David Robinson (book), Charles Chaplin (book), Diana Hawkins (story), William Boyd (screenplay), Bryan Forbes (screenplay), William Goldman (screenplay)",1992,tt0103939,7.6,"46,298"
6304574657,The Sacrifice,"Erland Josephson, Susan Fleetwood, Allan Edwall, Guðrún Gísladóttir",N/A,"Sweden, UK, France",Andrei Tarkovsky,Drama,"Swedish, French, English",N/A,Argos Films,PG,01 Nov 1986,149 min,movie,Andrei Tarkovsky (scenario),1986,tt0091670,8.1,"16,717"
6303082866,The Real Magnificent Men in Their Flying Machines,"Antony Woodward, Will Knowles, Paul McMahon, Mikey McMahon",,N/A,Charlie Russell,Documentary,N/A,N/A,,N/A,23 Jan 2012,N/A,episode,N/A,2012,tt2147412,N/A,N/A
B000QUU4LY,Sister Act 2: Back in the Habit,"Whoopi Goldberg, Kathy Najimy, Barnard Hughes, Mary Wickes",N/A,USA,Bill Duke,"Comedy, Family, Music",English,N/A,Buena Vista,PG,10 Dec 1993,107 min,movie,"Paul Rudnick (characters), James Orr, Jim Cruickshank, Judi Ann Mason",1993,tt0108147,5.4,"39,695"
B00066FB8Y,What a Way to Go!,"Shirley MacLaine, Paul Newman, Robert Mitchum, Dean Martin",N/A,USA,J. Lee Thompson,"Comedy, Romance","English, French",N/A,Fox,APPROVED,02 Jul 1964,111 min,movie,"Gwen Davis (story), Betty Comden (screenplay), Adolph Green (screenplay)",1964,tt0058743,7.0,"3,248"
B00004STDA,The Emperor and the Assassin,"Li Gong, Fengyi Zhang, Zhou Sun, Xiaohe Lü",N/A,"China, Japan, France",Kaige Chen,"Drama, History",Mandarin,75,Sony Pictures Classics,R,14 Nov 1998,162 min,movie,"Kaige Chen, Peigong Wang",1998,tt0162866,7.3,"5,430"
6305596247,Piranha,"Bradford Dillman, Heather Menzies-Urich, Kevin McCarthy, Keenan Wynn",N/A,"USA, Netherlands",Joe Dante,"Comedy, Horror, Sci-Fi",English,N/A,The Weinstein Company/Dimension Films,R,03 Aug 1978,94 min,movie,"Richard Robinson (story), John Sayles (story), John Sayles (screenplay)",1978,tt0078087,5.9,"15,345"
6302787556,Malcolm X,"Denzel Washington, Angela Bassett, Albert Hall, Al Freeman Jr.",N/A,"USA, Japan",Spike Lee,"Biography, Drama, History",English,72,Warner Bros.,PG-13,18 Nov 1992,202 min,movie,"Alex Haley (book), Malcolm X (book), Arnold Perl (screenplay), Spike Lee (screenplay)",1992,tt0104797,7.7,"69,408"
6305416222,Lost Horizon,"Ronald Colman, Jane Wyatt, Edward Everett Horton, John Howard",N/A,USA,Frank Capra,"Adventure, Drama, Fantasy","English, Mandarin",N/A,Sony Pictures Home Entertainment,UNRATED,01 Sep 1937,97 min,movie,"Robert Riskin (screenplay), James Hilton (novel)",1937,tt0029162,7.8,"10,067"
B00005JLOS,Tuck Everlasting,"Alexis Bledel, William Hurt, Sissy Spacek, Jonathan Jackson","$19,032,871",USA,Jay Russell,"Drama, Romance, Family","English, French",66,Buena Vista Pictures,PG,11 Oct 2002,90 min,movie,"Natalie Babbitt (novel), Jeffrey Lieber (screenplay), James V. Hart (screenplay)",2002,tt0283084,6.7,"19,048"
B000QFCDCW,Antibodies,"Norman Reedus, Christian von Aster, André Hennicke, Waltraud Witte",N/A,Germany,Christian Alvart,"Crime, Drama, Thriller",German,57,StudioCanal,NOT RATED,07 Jul 2005,127 min,movie,Christian Alvart,2005,tt0337573,7.1,"6,499"
6303471463,Empire of the Ants,"Joan Collins, Robert Lansing, John David Carson, Albert Salmi",N/A,USA,Bert I. Gordon,"Adventure, Horror, Sci-Fi",English,N/A,MGM,PG,01 Jul 1977,89 min,movie,"H.G. Wells (story), Jack Turley (screenplay), Bert I. Gordon (screen story)",1977,tt0075989,4.0,"3,662"
B001NPD9R2,The Pink Panther 2,"Steve Martin, Jean Reno, Emily Mortimer, Andy Garcia","$35,922,978",USA,Harald Zwart,"Adventure, Comedy, Crime","English, French, Spanish, Italian",36,Sony Pictures,PG,06 Feb 2009,92 min,movie,"Scott Neustadter (screenplay), Michael H. Weber (screenplay), Steve Martin (screenplay), Scott Neustadter (story), Michael H. Weber (story), Maurice Richlin (characters), Blake Edwards (characters)",2009,tt0838232,5.6,"36,161"
B0000VV4MW,Camp,"Daniel Letterle, Joanna Chilcoat, Robin de Jesus, Steven Cutts","$1,566,968",USA,Todd Graff,"Comedy, Musical, Drama","English, Spanish",55,IFC Films,PG-13,29 Aug 2003,114 min,movie,Todd Graff,2003,tt0342167,6.3,"5,248"
B000JJRYDS,Prey,"Bridget Moynahan, Peter Weller, Carly Schroeder, Jamie Bartlett",N/A,"USA, South Africa",Darrell Roodt,"Adventure, Drama, Horror",English,N/A,N/A,N/A,12 Apr 2007,92 min,movie,"Darrell Roodt (screenplay), Beau Bauman (screenplay), Jeff Wadlow (screenplay)",2007,tt0468536,4.7,"6,790"
6304981627,Point of No Return,"Bridget Fonda, Gabriel Byrne, Dermot Mulroney, Miguel Ferrer",N/A,USA,John Badham,"Action, Crime, Drama","English, French",N/A,Warner Home Video,R,19 Mar 1993,109 min,movie,"Luc Besson (film La Femme Nikita), Robert Getchell (screenplay), Alexandra Seros (screenplay)",1993,tt0107843,6.0,"21,755"
B0000A9GHP,The House That Dripped Blood,"Christopher Lee, Peter Cushing, Nyree Dawn Porter, Denholm Elliott",N/A,UK,Peter Duffell,Horror,English,N/A,Severin Films,GP,02 Apr 1971,102 min,movie,Robert Bloch,1971,tt0065854,6.6,"3,615"
B000GJ0LLI,Goal! The Dream Begins,"Leonardo Guerra, Tony Plana, Miriam Colon, Kuno Becker","$4,205,160","USA, UK",Danny Cannon,"Drama, Romance, Sport","English, Spanish",53,Buena Vista Pictures,PG-13,12 May 2006,118 min,movie,"Mike Jefferies (story), Adrian Butchart (screenplay), Dick Clement (screenplay), Ian La Frenais (screenplay), Mike Jefferies (screenplay)",2005,tt0380389,6.7,"54,243"
0792110463,Will Penny,"Charlton Heston, Joan Hackett, Donald Pleasence, Lee Majors",N/A,USA,Tom Gries,"Romance, Western",English,N/A,Paramount Pictures,APPROVED,10 Apr 1968,108 min,movie,Tom Gries,1967,tt0063811,7.2,"3,322"
B00006FDBW,Visitor Q,"Ken'ichi Endô, Shungiku Uchida, Kazushi Watanabe, Jun Mutô",N/A,Japan,Takashi Miike,"Comedy, Drama, Horror",Japanese,N/A,Gold View Company,R,26 Nov 2002,84 min,movie,Itaru Era,2001,tt0290329,6.8,"12,934"
B008WCP2A6,"The Seventh Day, the Eighth Night","Jan Libícek, Josef Bek, Karel Belohradský, Nina Divísková",N/A,Czechoslovakia,Evald Schorm,"Drama, Mystery",Czech,N/A,N/A,N/A,01 Jun 1990,103 min,movie,"Zdenek Mahler, Evald Schorm",1969,tt0064222,7.1,69
B00004YS9G,Left Behind: The Movie,"Kirk Cameron, Brad Johnson, Janaya Stephens, Clarence Gilyard Jr.",N/A,Canada,Vic Sarin,"Action, Drama, Fantasy",English,22,Cloud Ten Pictures,PG-13,02 Feb 2001,96 min,movie,"Alan B. McElroy, Paul Lalonde, Joe Goodman",2000,tt0190524,4.6,"8,125"
0792165055,Romeo & Juliet,"Damian Lewis, Laura Morante, Tomas Arana, Kodi Smit-McPhee","$1,161,089","UK, Italy, Switzerland",Carlo Carlei,"Drama, Romance","English, Latin",41,Relativity Media,PG-13,11 Oct 2013,113 min,movie,"Julian Fellowes (screenplay), William Shakespeare (play)",2013,tt1645131,5.8,"9,239"
0792844726,She-Devil,"Meryl Streep, Roseanne Barr, Ed Begley Jr., Linda Hunt",N/A,USA,Susan Seidelman,Comedy,"English, French",N/A,20th Century Fox,PG-13,08 Dec 1989,99 min,movie,"Fay Weldon (novel), Barry Strugatz (screenplay), Mark R. Burns (screenplay)",1989,tt0098309,5.5,"13,537"
0780023420,Brief Encounter,"Celia Johnson, Trevor Howard, Stanley Holloway, Joyce Carey",N/A,UK,David Lean,"Drama, Romance",English,N/A,Universal Pictures,NOT RATED,24 Aug 1946,86 min,movie,N/A,1945,tt0037558,8.1,"28,767"
B0000C8AS4,Sinbad: Legend of the Seven Seas,"Brad Pitt, Catherine Zeta-Jones, Michelle Pfeiffer, Joseph Fiennes","$26,300,000",USA,"Patrick Gilmore, Tim Johnson","Animation, Adventure, Comedy","English, Cantonese, Italian",48,DreamWorks SKG,PG,02 Jul 2003,86 min,movie,John Logan (screenplay),2003,tt0165982,6.7,"40,183"
0788809806,George of the Jungle,"Brendan Fraser, Leslie Mann, Thomas Haden Church, Richard Roundtree",N/A,USA,Sam Weisman,"Action, Adventure, Comedy","English, Spanish",53,Disney,PG,16 Jul 1997,92 min,movie,"Jay Ward (characters), Dana Olsen (story), Dana Olsen (screenplay), Audrey Wells (screenplay)",1997,tt0119190,5.4,"60,594"
B000ARFPNK,House of D,"Anton Yelchin, Robin Williams, Téa Leoni, Erykah Badu","$371,081",USA,David Duchovny,"Comedy, Drama","English, French",33,Lions Gate Films,PG-13,29 Apr 2005,97 min,movie,David Duchovny,2004,tt0372334,7.0,"7,955"
6300216403,Paper Moon,"Ryan O'Neal, Tatum O'Neal, Madeline Kahn, John Hillerman",N/A,USA,Peter Bogdanovich,"Comedy, Crime, Drama",English,N/A,Paramount Pictures,PG,09 May 1973,102 min,movie,"Joe David Brown (novel), Alvin Sargent (screenplay)",1973,tt0070510,8.2,"27,276"
B000F7CEBG,Imagine Me and You,"Katherine McKalip, Reid Cox, Carrie Gibson, Steve Voldseth",N/A,USA,Allie J. Mills,"Short, Comedy, Drama",English,N/A,N/A,N/A,N/A,15 min,movie,Allie J. Mills,2015,tt3507776,N/A,N/A
6303593135,Breathless,"Jean Seberg, Jean-Paul Belmondo, Daniel Boulanger, Henri-Jacques Huet","$363,030",France,Jean-Luc Godard,"Crime, Drama","French, English",N/A,Rialto Pictures,NOT RATED,07 Feb 1961,90 min,movie,François Truffaut (original scenario),1960,tt0053472,7.9,"57,903"
6305282854,Carousel,"Gordon MacRae, Shirley Jones, Cameron Mitchell, Barbara Ruick",N/A,USA,Henry King,"Drama, Fantasy, Musical",English,N/A,20th Century Fox,APPROVED,16 Feb 1956,128 min,movie,"Phoebe Ephron (screenplay), Henry Ephron (screenplay), Oscar Hammerstein II (book), Ferenc Molnár (from the musical play based on ""Liliom"" by), Benjamin Glazer (adapted by)",1956,tt0049055,6.9,"4,912"
0767827716,Christine,"Keith Gordon, John Stockwell, Alexandra Paul, Robert Prosky",N/A,USA,John Carpenter,Horror,English,57,Sony Pictures Home Entertainment,R,09 Dec 1983,110 min,movie,"Stephen King (novel), Bill Phillips (screenplay)",1983,tt0085333,6.7,"56,027"
076780161X,Godzilla and Mothra: The Battle for Earth,"Tetsuya Bessho, Satomi Kobayashi, Takehiro Murata, Saburô Shinoda",N/A,Japan,Takao Okawara,"Adventure, Family, Fantasy",Japanese,N/A,Sony Pictures Home Entertainment,UNRATED,12 Dec 1992,100 min,movie,Kazuki Ohmori,1992,tt0104352,6.2,"3,172"
6301008626,Jesus,"Jeremy Sisto, Debra Messing, Armin Mueller-Stahl, Jacqueline Bisset",N/A,"Czech Republic, Italy, Germany, USA",Roger Young,"Biography, Drama, History",English,N/A,N/A,NOT RATED,14 May 2000,240 min,movie,Suzette Couture (teleplay),1999,tt0199232,6.0,"2,415"
B0000AI424,Better Luck Tomorrow,"Parry Shen, Jason Tobin, Shirley Anderson, Nanette Matoba","$3,687,324",USA,Justin Lin,"Crime, Drama, Romance",English,67,MTV Films,R,25 Apr 2003,101 min,movie,"Ernesto Foronda, Justin Lin, Fabian Marquez",2002,tt0280477,7.2,"8,227"
B000CNESNA,The Ten Commandments,"Charlton Heston, Yul Brynner, Anne Baxter, Edward G. Robinson",N/A,USA,Cecil B. DeMille,"Adventure, Drama",English,N/A,Paramount Pictures,APPROVED,05 Oct 1956,220 min,movie,"Dorothy Clarke Wilson (this work contains material from the book ""Prince of Egypt""), J.H. Ingraham (this work contains material from the book ""Pillar of Fire""), A.E. Southon (this work contains material from the book ""On Eagle's Wing""), Æneas MacKenzie (written for the screen by), Jesse Lasky Jr. (written for the screen by), Jack Gariss (written for the screen by), Fredric M. Frank (written for the screen by)",1956,tt0049833,7.9,"52,151"
B002N7HXJ4,"The Horseman, the Woman, and the Moth",N/A,N/A,USA,Stan Brakhage,Short,N/A,N/A,N/A,N/A,N/A,26 min,movie,N/A,1968,tt0063092,6.2,8
630226393X,Elevator to the Gallows,"Jeanne Moreau, Maurice Ronet, Georges Poujouly, Yori Bertin","$109,257",France,Louis Malle,"Crime, Drama, Thriller","French, German",94,Rialto Pictures,NOT RATED,29 Jan 1958,91 min,movie,"Roger Nimier (adaptation), Louis Malle (adaptation), Roger Nimier (dialogue), Noël Calef (novel), Noël Calef (pre-adaptation)",1958,tt0051378,8.0,"15,874"
6300269388,The Last of Sheila,"Richard Benjamin, Dyan Cannon, James Coburn, Joan Hackett",N/A,USA,Herbert Ross,"Crime, Drama, Mystery","English, French",N/A,WARNER BROTHERS PICTURES,PG,14 Jun 1973,120 min,movie,"Stephen Sondheim, Anthony Perkins",1973,tt0070291,7.4,"4,015"
6300213978,Staying Alive,"John Travolta, Cynthia Rhodes, Finola Hughes, Steve Inwood",N/A,USA,Sylvester Stallone,"Drama, Music, Romance",English,23,Paramount Home Video,PG,15 Jul 1983,93 min,movie,"Nik Cohn (characters), Sylvester Stallone, Norman Wexler",1983,tt0086361,4.5,"12,161"
B009TR7A08,State of Emergency,"Jay Hayden, Tori White, Scott Lilly, Kathryn Todd Norman",N/A,USA,Turner Clay,"Horror, Sci-Fi, Thriller",English,N/A,Image Entertainment,NOT RATED,05 Oct 2011,90 min,movie,Turner Clay,2011,tt1705134,5.3,"2,544"
B000066C6I,The Devil's Backbone,"Marisa Paredes, Eduardo Noriega, Federico Luppi, Fernando Tielve",N/A,"Spain, Mexico, France, Argentina",Guillermo del Toro,"Drama, Horror",Spanish,78,Sony Pictures Classics,R,20 Apr 2001,106 min,movie,"Guillermo del Toro, Antonio Trashorras, David Muñoz",2001,tt0256009,7.5,"52,208"
