title,asin,year,vfx,genres,runtimes,production_companies,rating,votes,directors
Saving Face,B000AQOHN0,2004,False,"['Comedy', 'Drama', 'Romance']",91,"['Destination Films', 'Forensic Films', 'GreeneStreet Films', 'Overbrook Entertainment']",7.5,8361.0,['Alice Wu']
Austenland,B00G7QPXAI,2013,True,"['Comedy', 'Romance']",97,"['Fickle Fish Films', 'Moxie Pictures']",6.3,16547.0,['Jerusha Hess']
Beauty and the Beast,6302875153,1991,False,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",84,"['Walt Disney Pictures', 'Silver Screen Partners IV', 'Walt Disney Feature Animation']",8.0,349505.0,"['Gary Trousdale', 'Kirk Wise']"
Masters of Science Fiction,B001A7GOCA,2007,True,"['Drama', 'Sci-Fi']",42::(excluding commercials),"['IDT Entertainment', 'Industry Entertainment', 'MOSF Productions', 'Reunion Pictures']",6.9,1906.0,"['Harold Becker', 'Jonathan Frakes', 'Darnell Martin', 'Michael Petroni', 'Mark Rydell', 'Michael Tolkin']"
The 24th Day,B0002IQE2I,2004,False,['Thriller'],92,"['Big Teddy Films', 'Nazz Productions']",6.6,3245.0,['Tony Piccirillo']
Set It Off,0780613880,1996,True,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']",123,"['New Line Cinema', 'Peak Films']",6.8,11317.0,['F. Gary Gray']
De battre mon coeur s'est arrêté,B000B9EYFW,2005,True,"['Crime', 'Drama', 'Music']",Germany:107,"['Why Not Productions', 'Sédif Productions', 'France 3 Cinéma', 'Cofimage 15', 'Canal+', 'CinéCinéma', 'Région Ile-de-France']",7.3,16704.0,['Jacques Audiard']
Bridget Jones: The Edge of Reason,B00005JNDZ,2004,True,"['Comedy', 'Drama', 'Romance']",108,"['Universal Pictures', 'StudioCanal', 'Miramax', 'Working Title Films', 'Atlantic Television', 'Little Bird']",5.9,86987.0,['Beeban Kidron']
The Most Dangerous Game,0780021592,1932,True,"['Adventure', 'Horror', 'Mystery', 'Thriller']",63,['RKO Radio Pictures'],7.2,7942.0,"['Irving Pichel', 'Ernest B. Schoedsack']"
Surf's Up,B000UFIYOE,2007,False,"['Animation', 'Comedy', 'Family', 'Sport']",85,"['Columbia Pictures', 'Sony Pictures Animation', 'Wonder Works Studios Entertainment Group']",6.7,58303.0,"['Ash Brannon', 'Chris Buck']"
Sex and the City 2,B002ZG98Z0,2010,True,"['Comedy', 'Drama', 'Romance']",146,"['New Line Cinema', 'Home Box Office (HBO)', 'HBO Films', 'Village Roadshow Pictures']",4.4,64205.0,['Michael Patrick King']
Cube Zero,B0006Z2LH4,2004,True,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",97,"['Mad Circus Films', 'Lions Gate Entertainment', 'Mr. X', 'Cube Forward Productions Corp.']",5.7,31127.0,['Ernie Barbarash']
The Incredible Torture Show,6304045425,1976,True,"['Comedy', 'Horror']",84,['Alan C. Margolin - Joel M. Reed Productions'],4.8,4393.0,['Joel M. Reed']
Seppuku,6303261736,1962,False,"['Action', 'Drama', 'History']",133,['Shôchiku Eiga'],8.7,21580.0,['Masaki Kobayashi']
All the Pretty Horses,B000059XTH,2000,True,"['Drama', 'Romance', 'Western']",116,"['Columbia Pictures Corporation', 'Miramax']",5.8,11915.0,['Billy Bob Thornton']
Godspell: A Musical Based on the Gospel According to St. Matthew,0767827929,1973,False,['Musical'],103,['Columbia Pictures Corporation'],6.5,2707.0,['David Greene']
"Gojira, Mosura, Kingu Gidorâ: Daikaijû sôkôgeki",B0000VAGXU,2001,True,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Thriller']",105,['Toho Company'],7.2,3799.0,['Shûsuke Kaneko']
Infamous,B000M341SC,2006,True,"['Biography', 'Crime', 'Drama']",110,"['Warner Independent Pictures (WIP)', 'Killer Films', 'Jack and Henry Productions Inc.', 'Longfellow Pictures']",7.1,14918.0,['Douglas McGrath']
The Air I Breathe,B0014Z4OKW,2007,True,"['Crime', 'Drama', 'Thriller']",95,"['NALA Films', 'Paul Schiff Productions']",6.9,32233.0,['Jieho Lee']
Pastor Jones: The Complete First Season,B0001MZ7J6,2010,False,['Comedy'],,['Nu-Lite Entertainment'],5.2,14.0,['Jean-Claude La Marre']
RoboCop 3,0792845757,1993,True,"['Action', 'Crime', 'Sci-Fi', 'Thriller']",104,['Orion Pictures'],4.0,38371.0,['Fred Dekker']
La passion de Jeanne d'Arc,0780022343,1928,False,"['Biography', 'Drama', 'History']",110,['Société générale des films'],8.2,31126.0,['Carl Theodor Dreyer']
Miklo : Inside look at Damian Chapa's role in Blood in Blood out,6302968135,2016,False,['Documentary'],48,['New York International Pictures'],,,['Damian Chapa']
Dead Calm,6305161933,1989,True,"['Horror', 'Thriller']",96,"['Kennedy Miller Productions', 'Lynx Location Services']",6.8,31661.0,['Phillip Noyce']
The Last Emperor,6301055845,1987,True,"['Biography', 'Drama', 'History']",163,"['Recorded Picture Company', 'Hemdale', 'Yanco Films Limited', 'TAO Film', 'Screenframe', 'AAA Soprofilms']",7.8,77184.0,['Bernardo Bertolucci']
Shaft,B00004Z1FX,2000,True,"['Action', 'Crime', 'Thriller']",99,"['Paramount Pictures', 'Scott Rudin Productions', 'New Deal Productions', 'Munich Film Partners & Company (MFP) Shaft Productions', 'Shaft Productions']",5.9,61947.0,['John Singleton']
Meet the Browns,B0006HBZT2,2008,True,"['Comedy', 'Drama', 'Romance']",USA:100,"['Tyler Perry Company, The']",4.1,5937.0,['Tyler Perry']
The Set-Up,B000244EZ6,1949,False,"['Crime', 'Film-Noir', 'Sport']",73,['RKO Radio Pictures'],7.8,6328.0,['Robert Wise']
Shiri Farhad,B0000633R6,2013,False,"['Drama', 'Romance']",Bangladesh:153,"['B. Baria Films', 'Impress Telefilm']",6.3,6.0,['Gazi Mahbub']
Proof of Life,B00005BCKF,2000,True,"['Action', 'Drama', 'Thriller']",135,"['Castle Rock Entertainment', 'Bel Air Entertainment', 'Anvil Films']",6.2,51179.0,['Taylor Hackford']
Stolen,B003CJXIWS,2012,True,"['Action', 'Crime', 'Drama', 'Thriller']",96,"['Millennium Films', 'Millennium Films', 'Saturn Films', 'Nu Boyana Film Studios', 'Simon West Productions', 'Wonderland Sound and Vision']",5.5,39367.0,['Simon West']
Fools Rush In,0767802772,1997,True,"['Comedy', 'Drama', 'Romance']",109,['Columbia Pictures Corporation'],6.0,29119.0,['Andy Tennant']
Nowhere Boy,B0035MA5HS,2009,False,"['Biography', 'Drama', 'Music', 'Romance']",98,"['Ecosse Films', 'Film4', 'UK Film Council', 'Aver Media', 'North West Vision', 'Lipsync Productions']",7.2,30788.0,['Sam Taylor-Johnson']
La reine Margot,6303459978,1994,True,"['Biography', 'Crime', 'Drama', 'History', 'Romance']",159,"['Renn Productions', 'France 2 Cinéma', 'D.A. Films', 'N.E.F. Filmproduktion und Vertriebs (I)', 'Degeto Film', 'Arbeitsgemeinschaft der öffentlich-rechtlichen Rundfunkanstalten der Bundesrepublik Deutschland (ARD)', 'WMG Film', 'RCS Films & TV', 'Centre National de la Cinématographie (CNC)', 'Canal+', 'Miramax', 'Eurimages']",7.5,14470.0,['Patrice Chéreau']
Zelig,B00005O06N,1983,True,['Comedy'],79,"['Jack Rollins & Charles H. Joffe Productions', 'Orion Pictures']",7.8,34675.0,['Woody Allen']
My Little Eye,B0001ME5F8,2002,True,"['Drama', 'Horror', 'Mystery', 'Thriller']",95,"['StudioCanal', 'Universal Pictures', 'WT2 Productions', 'Working Title Films', 'imX Communications']",5.6,10680.0,['Marc Evans']
Barefoot Contessa,6304056869,2002,False,['Documentary'],30,['Pacific'],6.6,463.0,
The Devil's Tomb,B001UNVDWA,2009,True,"['Action', 'Horror', 'Sci-Fi']",90,"['Ice Cold Productions', 'Empyreal Entertainment', 'Ringleader Studios', 'Bubble Factory, The']",3.7,5956.0,['Jason Connery']
"Batman: The Dark Knight Returns, Part 1",B00DP9MDE4,2012,False,"['Animation', 'Action', 'Adventure', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",76,"['Warner Premiere', 'DC Entertainment', 'Warner Bros. Animation']",8.0,42430.0,['Jay Oliva']
Terminator 2: Judgment Day,B003Q6D246,1991,True,"['Action', 'Sci-Fi', 'Thriller']",137,"['Carolco Pictures', 'Pacific Western', 'Lightstorm Entertainment', 'Canal+', 'T2 Productions']",8.5,821986.0,['James Cameron']
Bus Stop,6300246973,1956,False,"['Comedy', 'Drama', 'Romance']",96,"['Twentieth Century Fox', 'Marilyn Monroe Productions']",6.7,9013.0,['Joshua Logan']
Anna and the King,B00003CWLE,1999,True,"['Drama', 'History', 'Romance']",148,"['Fox 2000 Pictures', 'Lawrence Bender Productions']",6.7,32643.0,['Andy Tennant']
The Fly,6300248135,1986,True,"['Drama', 'Horror', 'Sci-Fi']",96,"['SLM Production Group', 'Brooksfilms']",7.5,131607.0,['David Cronenberg']
Homeland Season 2 Promo,B009LDCZ7I,2012,False,['Drama'],,,8.5,11.0,['Mark Shea']
xXx: State of the Union,B0009W5JR8,2005,True,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",101,"['Columbia Pictures Corporation', 'Revolution Studios', 'Original Film']",4.4,59305.0,['Lee Tamahori']
Monkeybone,B00003CXIS,2001,True,"['Animation', 'Comedy', 'Fantasy']",93,"['Twentieth Century Fox', '1492 Pictures', 'Twitching Image Studio']",4.7,15116.0,['Henry Selick']
The Bone Snatcher,B0000D0YVO,2003,True,"['Horror', 'Sci-Fi']",90,"['The Imaginarium', 'Focus Films', 'Persistence Pictures Inc.', 'ZenHQ Films', 'ZenHQ']",4.3,1978.0,['Jason Wulfsohn']
Like Mike,B00006SFL7,2002,True,"['Comedy', 'Family', 'Fantasy', 'Sport']",99,"['Twentieth Century Fox', 'Heller Highwater Productions', 'NBA Entertainment', 'Josephson Entertainment', 'Like Mike Productions']",5.2,16281.0,['John Schultz']
The Assassination of Richard Nixon,B0007R4SVI,2004,True,"['Biography', 'Crime', 'Drama', 'History', 'Thriller']",95,"['Anhelo Productions', 'Appian Way', 'Esperanto Filmoj']",7.0,24014.0,['Niels Mueller']
Demon Seed,630196604X,1977,True,"['Horror', 'Sci-Fi']",94,"['Metro-Goldwyn-Mayer (MGM)', 'Herb Jaffe']",6.3,6619.0,['Donald Cammell']
Hangman's Curse,B00018D41S,2003,False,"['Horror', 'Mystery', 'Thriller']",USA:106,"['Namesake Entertainment', 'North by Northwest Entertainment', 'The Total Living Network']",5.0,2255.0,['Rafal Zielinski']
Big,630339406X,1988,False,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Romance']",104,"['American Entertainment Partners II L.P.', 'Gracie Films', 'Twentieth Century Fox']",7.3,165421.0,['Penny Marshall']
UHF,630156118X,1989,True,"['Comedy', 'Drama']",97,"['Cinecorp SAC', 'Imaginary Entertainment', 'Orion Pictures']",7.0,22518.0,['Jay Levey']
Ginger Snaps 2: Unleashed,B0001EFV7M,2004,True,"['Horror', 'Thriller']",94,['Copperheart Entertainment'],6.5,11036.0,['Brett Sullivan']
Life as We Know It,B002KSA4F6,2010,True,"['Comedy', 'Drama', 'Romance']",USA:114,"['Josephson Entertainment', 'Gold Circle Films', 'Village Roadshow Pictures']",6.6,104710.0,['Greg Berlanti']
Out Cold,B0000633TZ,2001,True,"['Comedy', 'Sport']",89,"['Touchstone Pictures', 'Spyglass Entertainment', ""Donners' Company"", 'Sugar Mountain Productions', 'Epsilon Motion Pictures']",6.3,15202.0,"['Brendan Malloy', 'Emmett Malloy']"
The Bad and the Beautiful,0792840038,1952,True,"['Drama', 'Romance']",118,['Metro-Goldwyn-Mayer (MGM)'],7.9,10739.0,['Vincente Minnelli']
Tango & Cash,6302878756,1989,True,"['Action', 'Comedy', 'Crime', 'Thriller']",104,"['Warner Bros.', 'Guber-Peters Company, The']",6.3,81960.0,"['Andrey Konchalovskiy', 'Albert Magnoli']"
The Cotton Club,B00004WIB7,1984,True,"['Crime', 'Drama', 'Music']",127,"['Zoetrope Studios', 'Producers Sales Organization', 'Totally Independent', 'Robert Evans Company']",6.5,13708.0,['Francis Ford Coppola']
We Don't Live Here Anymore,B00065HKMA,2004,True,"['Drama', 'Romance']",101,"['Front Street Pictures', 'Front Street Productions', 'Renaissance Films']",6.3,8554.0,['John Curran']
Police Academy,6304602901,1984,True,['Comedy'],96,"['Ladd Company, The', 'Warner Bros.']",6.7,96028.0,['Hugh Wilson']
Going the Distance,B002ZG97QK,2010,True,"['Comedy', 'Romance']",USA:102,"['New Line Cinema', 'Offspring Entertainment']",6.3,52726.0,['Nanette Burstein']
Io sono l'amore,B003L20INS,2009,True,"['Drama', 'Romance']",120,"['First Sun', 'Mikado Film', 'Rai Cinema', 'Dolce Vita Productions, La', 'Pixeldna', 'Ministero per i Beni e le Attività Culturali (MiBAC)']",7.0,15706.0,['Luca Guadagnino']
Rogue,B000NVT0TI,2007,True,"['Action', 'Adventure', 'Horror', 'Thriller']",99,"['Dimension Films', 'Emu Creek Pictures', 'De Naray Sothcott Entertainment', 'Village Roadshow Pictures']",6.2,23490.0,['Greg McLean']
The Miracle of Morgan's Creek,6300215490,1944,False,"['Comedy', 'Romance', 'War']",98,['Paramount Pictures'],7.9,5760.0,['Preston Sturges']
Talk to Me,B000VNMMVQ,2007,True,"['Biography', 'Drama', 'History', 'Music', 'War']",118,"['Sidney Kimmel Entertainment', 'Mark Gordon Productions', 'Pelagius Films', 'The Mark Gordon Company']",7.4,8773.0,['Kasi Lemmons']
Gentlemen Prefer Blondes,6302484383,1953,False,"['Comedy', 'Musical', 'Romance']",91,['Twentieth Century Fox'],7.2,25471.0,['Howard Hawks']
Bloody Sunday,B00008DDHZ,2002,True,"['Drama', 'History', 'War']",107,"['Bórd Scannán na hÉireann', 'Granada Television', ""Hell's Kitchen Films"", 'Irish Film Board', 'Portman Entertainment Group']",7.7,20963.0,['Paul Greengrass']
Stripper Method: The Complete First Season,B0001GF2F6,2008,False,['Reality-TV'],USA:363,['Vegas Undressed'],,,['Jason Southwell']
Year One,B002KLAL7Y,2009,True,"['Adventure', 'Comedy']",97,"['Columbia Pictures', 'Ocean Pictures', 'Apatow Productions', 'Wonder Works Studios Entertainment Group']",4.9,80727.0,['Harold Ramis']
Hamburger Hill,0784012148,1987,True,"['Action', 'Drama', 'Thriller', 'War']",110,['RKO Pictures'],6.7,20293.0,['John Irvin']
Komasan: The First Fast Food/Yo-Kai Kuchidake-onna/Yo-Kai Dancers/Jinmenken Season 2: The Dog Escape: Episode 2,B001GCUER0,2014,False,"['Comedy', 'Family', 'Fantasy', 'Animation']",,,,,['Shinji Ushiro']
The X-Files Season 10 Review,B000089RT0,2016,False,"['Comedy', 'Talk-Show']",,,,,
The Collection,B00A2H9U8E,2012,True,['Horror'],82,"['LD Entertainment', 'Fortress Features']",6.1,39023.0,['Marcus Dunstan']
Super Troopers,B00005JKMN,2001,True,"['Comedy', 'Crime', 'Mystery']",100,"['Fox Searchlight Pictures', 'Jersey Shore', 'Cataland Films', 'Broken Lizard Industries', 'Árpád Productions']",7.1,81444.0,['Jay Chandrasekhar']
The Ipcress File,B00000K3C7,1965,False,['Thriller'],109,"['Rank Organisation, The', 'Lowndes Productions Limited', 'Steven S.A.']",7.3,11310.0,['Sidney J. Furie']
Delta Force,0792838661,1995,False,['Documentary'],54,,,,['Glen Ellis']
Abraham Lincoln vs. Zombies,B007BS38LW,2012,True,"['Action', 'Comedy', 'Horror']",96,"['Asylum, The']",3.1,3506.0,['Richard Schenkman']
"Sorry, Wrong Number",B000003KE0,1948,False,"['Drama', 'Film-Noir', 'Mystery', 'Thriller']",89,['Hal Wallis Productions'],7.5,7942.0,['Anatole Litvak']
Black Dynamite,B002BWP3W0,2009,False,"['Action', 'Comedy']",84,"['Destination Films', 'Ars Nova', 'Goliath Entertainment', 'Suckapunch Films', 'Funk Factory Films', 'Harbor Entertainment', 'Segal NYC', 'Six Point Harness']",7.4,38817.0,['Scott Sanders']
Haunted,6304054106,1995,True,"['Drama', 'Horror']",108,"['October Films', 'American Zoetrope', 'Lumière Pictures', 'Double ""A"" Pictures']",6.2,5500.0,['Lewis Gilbert']
Band Camp,B000BT970Y,2005,True,"['Comedy', 'Music']",USA:94::(unrated version),"['Capital Arts Entertainment', 'Rogue Pictures', 'Universal Pictures']",5.1,58972.0,['Steve Rash']
The Safety of Objects,B0000AZT1F,2001,True,['Drama'],121,"['Renaissance Films', 'Vulcan Productions', 'Infilm', 'Killer Films', 'Ontario Film Development Corporation', 'Clear Blue Sky Productions']",6.6,3869.0,['Rose Troche']
Hour of the Gun,B0007O393O,1967,True,['Western'],100,"['Mirisch Corporation, The', 'Mirisch-Kappa Production']",6.7,2692.0,['John Sturges']
La strada,B000001A5E,1954,False,['Drama'],108,['Ponti-De Laurentiis Cinematografica'],8.1,49663.0,['Federico Fellini']
The King of Kong,B000XQ4HR8,2007,False,"['Documentary', 'Biography', 'Sport']",79,['LargeLab'],8.2,32585.0,['Seth Gordon']
Operation Crossbow,6302605032,1965,True,"['Action', 'Drama', 'War']",115,['Metro-Goldwyn-Mayer British Studios'],6.6,3441.0,['Michael Anderson']
Hopscotch,6301050886,1980,True,"['Adventure', 'Comedy']",106,"['Edie & Ely Landau Inc.', 'International Film Investors', 'Sham Productions', 'Connelly Associates', 'Embassy Pictures']",7.2,5380.0,['Ronald Neame']
49th Parallel,0792845846,1941,False,"['Drama', 'War', 'Thriller']",123,['Ortus Films'],7.4,4691.0,['Michael Powell']
Henry V,079284615X,1989,True,"['Action', 'Biography', 'Drama', 'History', 'Romance', 'War']",137,"['Renaissance Films', 'British Broadcasting Corporation (BBC)', 'Curzon Film Distributors']",7.7,24956.0,['Kenneth Branagh']
The Guilt Trip,B0087ITBPC,2012,True,"['Comedy', 'Drama']",95,"['Paramount Pictures', 'Skydance Media', 'Michaels-Goldwyn', 'Broadway Video']",5.8,32203.0,['Anne Fletcher']
It Could Happen to You,0767810856,1994,True,"['Comedy', 'Drama', 'Romance']",101,['TriStar Pictures'],6.3,29774.0,['Andrew Bergman']
Wild Bill,6304039298,2011,False,['Drama'],98,"['20ten Media', 'STS Media']",7.2,10863.0,['Dexter Fletcher']
Anvil: The Story of Anvil,B002DLB1IO,2008,False,"['Documentary', 'Biography', 'Drama', 'Music']",80,,8.0,14079.0,['Sacha Gervasi']
Jesse Stone: Night Passage,B000OVLBFS,2006,True,"['Crime', 'Drama', 'Mystery']",89,"['Brandman Productions', 'TWS Productions II']",7.3,3474.0,['Robert Harmon']
Raising Victor Vargas,B00008EY7D,2002,False,"['Drama', 'Romance']",88,"['Canal+', 'Forensic Films', 'StudioCanal', 'Untitled Productions']",7.1,4901.0,['Peter Sollett']
Mr. Mom,0792844718,1983,True,"['Comedy', 'Drama']",91,"['Aaron Spelling Productions', 'Sherwood Productions']",6.5,17518.0,['Stan Dragoti']
The Pillow Book,0767801962,1996,False,['Drama'],126,"['Kasander & Wigman Productions', 'Woodline Films Ltd.', 'Alpha Film Corporation', 'Channel Four Films', 'Canal+', 'Delux Productions', 'Euroimages Fund of the Council of Europe', 'Nederlands Fonds voor de Film']",6.7,11141.0,['Peter Greenaway']
Smallville Season 3 Promo,B0001JXPPC,2003,False,"['Adventure', 'Drama', 'Romance', 'Sci-Fi']",4::(4 versions),"['DC Comics', 'Warner Bros. Television']",,,['David Zimring']
The Crow: City of Angels,6304500483,1996,True,"['Action', 'Crime', 'Fantasy', 'Thriller']",84,"['Bad Bird Productions', 'Dimension Films', 'Jeff Most Productions', 'Miramax']",4.6,16830.0,['Tim Pope']
Scooby-Doo on Zombie Island,1560395737,1998,True,"['Animation', 'Adventure', 'Comedy', 'Family', 'Mystery']",77,"['Hanna-Barbera Productions', 'Warner Bros. Animation', 'Cartoon Network Studios']",7.8,7427.0,"['Hiroshi Aoyama', 'Kazumi Fukushima', 'Jim Stenstrum']"
Tropa de Elite 2: O Inimigo Agora é Outro,B005TZFYUM,2010,True,"['Action', 'Crime', 'Drama', 'Thriller']",115,"['Globo Filmes', 'Feijão Filmes', 'Riofilme', 'Zazen Produções']",8.1,71189.0,['José Padilha']
Mildred Pierce,B0041KKZHI,1945,True,"['Crime', 'Drama', 'Film-Noir', 'Mystery', 'Romance']",111,['Warner Bros.'],8.0,17955.0,['Michael Curtiz']
Return to Never Land,B00005JKX3,2002,True,"['Animation', 'Adventure', 'Family', 'Fantasy']",72,"['Disney Television Animation', 'Disneytoon Studios', 'Walt Disney Animation Australia', 'Walt Disney Animation Canada', 'Walt Disney Pictures']",5.8,14825.0,"['Robin Budd', 'Donovan Cook']"
Death Tunnel,B000CQQI8U,2005,True,['Horror'],Argentina:97,"['Dax Productions', 'Twintalk Entertainment', 'Plus Entertainment (+Entertainment)', 'Saint and Sinners Entertainment', 'Spooked Productions']",2.7,4699.0,['Philip Adrian Booth']
Mackenna's Gold,B00004TJJU,1969,True,"['Action', 'Adventure', 'Romance', 'Western']",128,"['Columbia Pictures Corporation', 'Highroad Productions']",6.8,6576.0,['J. Lee Thompson']
Turner & Hooch,6301578805,1989,True,"['Comedy', 'Crime', 'Drama', 'Thriller']",97,"['Touchstone Pictures', 'Silver Screen Partners IV']",6.1,53082.0,['Roger Spottiswoode']
A Mighty Heart,B000VBB6F6,2007,False,"['Biography', 'Drama', 'History', 'Thriller', 'War']",108,"['Paramount Vantage', 'Plan B Entertainment', 'Revolution Films']",6.7,25012.0,['Michael Winterbottom']
Little Caesar,6304429207,1931,False,"['Action', 'Crime', 'Drama', 'Romance']",79,['First National Pictures'],7.3,9708.0,['Mervyn LeRoy']
Empire State,B00DI0135K,2013,True,"['Crime', 'Thriller']",94,"['Grindstone Entertainment Group', 'Kind Hearts Entertainment', 'Emmett/Furla/Oasis Films (EFO Films)', 'Cheetah Vision', 'Envision Entertainment', '24P Media Group', 'Picture Perfect Corporation', 'Voltage Pictures', 'Knightsbridge Entertainment']",5.2,16302.0,['Dito Montiel']
