title,asin,year,vfx,genres,runtimes,production_companies,rating,votes,directors
Ratatouille,B000VBJEEG,2007,True,"['Animation', 'Comedy', 'Family', 'Fantasy']",111,"['Pixar Animation Studios', 'Walt Disney Pictures']",8.0,521657.0,"['Brad Bird', 'Jan Pinkava']"
2001: A Space Odyssey,6302760046,1968,True,"['Adventure', 'Sci-Fi']",149,"['Metro-Goldwyn-Mayer (MGM)', 'Stanley Kubrick Productions']",8.3,480162.0,['Stanley Kubrick']
Radio Days,6303636411,1987,False,['Comedy'],88,"['Jack Rollins & Charles H. Joffe Productions', 'Orion Pictures']",7.6,26684.0,['Woody Allen']
Drums Along the Mohawk,6301798708,1939,False,"['Drama', 'History', 'Romance', 'War', 'Western']",104,['Twentieth Century Fox'],7.1,4498.0,['John Ford']
Death Wish II,6303920098,1982,True,"['Action', 'Crime', 'Drama', 'Thriller']",88,"['Cannon Films', 'City Films', 'Golan-Globus Productions', 'Landers-Roberts Productions']",6.0,11424.0,['Michael Winner']
Saw IV,B001053038,2007,True,"['Horror', 'Mystery']",93,['Twisted Pictures'],5.9,121592.0,['Darren Lynn Bousman']
The Wicker Man,B000JYW5DM,2006,True,"['Horror', 'Mystery', 'Thriller']",102,"['Warner Bros.', 'Alcon Entertainment', 'Millennium Films', 'Redbus Pictures', 'Saturn Films', 'Emmett/Furla/Oasis Films (EFO Films)', 'Equity Pictures Medienfonds GmbH & Co. KG III', 'Nu Image Entertainment GmbH', 'Brightlight Pictures', 'Wicker Man Productions']",3.7,56587.0,['Neil LaBute']
Caligola,6305669651,1979,True,"['Drama', 'History']",156,"['Penthouse Films International', 'Felix Cinematografica']",5.3,29286.0,"['Tinto Brass', 'Bob Guccione', 'Giancarlo Lui']"
The Lion in Winter,0792844645,1968,True,"['Biography', 'Drama', 'History']",134,['Haworth Productions'],8.1,24813.0,['Anthony Harvey']
House on Haunted Hill,0790744309,1999,True,"['Horror', 'Mystery', 'Thriller']",93,['Dark Castle Entertainment'],5.6,47770.0,['William Malone']
127 Hours,B0041KKYDI,2010,True,"['Adventure', 'Biography', 'Drama', 'Thriller']",94,"['Pathé', 'Everest Entertainment', 'Cloud Eight Films', 'Decibel Films', 'Darlow Smithson Productions', 'Dune Entertainment', 'Big Screen Productions', 'Film4']",7.6,302071.0,['Danny Boyle']
Fletch,0783227981,1985,True,"['Comedy', 'Crime', 'Mystery']",98,"['Universal Pictures', 'Vincent Pictures']",6.9,40405.0,['Michael Ritchie']
Blues Brothers 2000,0783227078,1998,True,"['Action', 'Comedy', 'Crime', 'Music', 'Musical']",123,['Universal Pictures'],4.8,27702.0,['John Landis']
Stealing Beauty,6304195281,1996,False,"['Drama', 'Mystery', 'Romance']",118,"['Fiction Films', 'France 2 Cinéma', 'Jeremy Thomas Productions', 'Recorded Picture Company', 'Union Générale Cinématographique']",6.6,21938.0,['Bernardo Bertolucci']
Hanna,B005CMSDKA,2011,True,"['Action', 'Drama', 'Thriller']",111,"['Focus Features', 'Holleran Company', 'Sechzehnte Babelsberg Film', 'Neunte Babelsberg Film', 'Studio Babelsberg']",6.8,167543.0,['Joe Wright']
The Texas Chainsaw Massacre: The Beginning,0780656946,2006,True,['Horror'],91,"['New Line Cinema', 'Platinum Dunes', 'Next Entertainment', 'Vortex/Henkel/Hooper', 'Texas Chainsaw Productions']",5.9,60455.0,['Jonathan Liebesman']
Akeelah and the Bee,B000G1R38U,2006,False,['Drama'],USA:112,"['Out of the Blue... Entertainment', 'Reactor Films', 'Cinema Gypsy Productions', 'Lions Gate Films', '2929 Productions', 'Starbucks Entertainment', 'Spelling Bee Productions Inc.']",7.5,16322.0,['Doug Atchison']
Cold Creek Manor,B0000YTOL2,2003,True,"['Mystery', 'Thriller']",118,"['Touchstone Pictures', 'Red Mullet', 'Cold Creek Manor Productions', 'Red Mullet Productions']",4.9,19191.0,['Mike Figgis']
Parker,B005LAIILM,2013,True,"['Action', 'Crime', 'Romance', 'Thriller']",118,"['Incentive Filmed Entertainment', 'Sierra / Affinity', 'Alexander/ Mitchell Productions', 'Current Entertainment', 'Sidney Kimmel Entertainment', 'Anvil Films']",6.2,98529.0,['Taylor Hackford']
Mad Hot Ballroom,B000ADS6DA,2005,False,"['Documentary', 'Family', 'Music']",USA:105,['Just One Productions'],7.5,3207.0,['Marilyn Agrelo']
Balls of Fury,B000XPU66K,2007,True,"['Comedy', 'Crime', 'Sport']",90,"['Rogue Pictures', 'Intrepid Pictures', 'Spyglass Entertainment']",5.3,37405.0,['Robert Ben Garant']
Fair Game,0790741881,2010,True,"['Biography', 'Drama', 'Thriller']",108,"['River Road Entertainment', 'Participant Media', 'Imagenation Abu Dhabi FZ', 'Zucker Productions', 'Weed Road Pictures', 'Hypnotic', 'Dillywood', 'Fair Game Productions']",6.8,41126.0,['Doug Liman']
Ice Age,B00006CXHU,2002,False,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",81,"['Twentieth Century Fox', 'Blue Sky Studios', 'Twentieth Century Fox Animation']",7.6,361399.0,"['Chris Wedge', 'Carlos Saldanha']"
Downton Abbey Season 4 Promo,B003WE9C5U,2013,False,"['Short', 'Comedy']",,,8.3,21.0,['Sam Eidson']
A Serious Man,B002E2M5IC,2009,True,"['Comedy', 'Drama']",106,"['Focus Features', 'StudioCanal', 'Relativity Media', 'Mike Zoss Productions', 'Working Title Films']",7.0,111081.0,"['Ethan Coen', 'Joel Coen']"
Fast Food Nation,B000MEYKAU,2006,True,"['Comedy', 'Drama', 'Romance']",USA:116,"['Fox Searchlight Pictures', 'Participant Media', 'HanWay Films', 'BBC Films', 'Recorded Picture Company (RPC)']",6.3,21809.0,['Richard Linklater']
The Jurassic Park Trilogy,B00005QCYC,2015,False,"['Animation', 'Short']",4,,,,['Noah Sterling']
Meatballs,6304316216,1979,True,['Comedy'],94,"['Canadian Film Development Corporation', 'Famous Players', 'Haliburton Films', 'Paramount Pictures']",6.2,15903.0,['Ivan Reitman']
11:14,B000ALM40I,2003,True,"['Comedy', 'Crime', 'Drama']",Canada:85::(Toronto International Film Festival),"['MDP Worldwide', 'Firm Films', 'Media 8 Entertainment']",7.2,40101.0,['Greg Marcks']
Kataude mashin gâru,B0016K76V4,2008,True,"['Action', 'Comedy', 'Horror', 'Thriller']",96,"['Fever Dreams', 'Nikkatsu']",5.9,9039.0,['Noboru Iguchi']
Godzilla: King of Monsters,6304899955,2019,True,"['Action', 'Adventure', 'Sci-Fi']",,"['Legendary Entertainment', 'Wanda Qingdao Studios', 'Warner Bros.']",,,['Michael Dougherty']
Il portiere di notte,0780022823,1974,False,['Drama'],118,['Lotar Film Productions'],6.8,9037.0,['Liliana Cavani']
Ilsa: She Wolf of the SS,630580785X,1975,True,"['Drama', 'Horror', 'Thriller', 'War']",96,['Aeteas Filmproduktions'],5.2,6170.0,['Don Edmonds']
War of the Worlds,B00005JNTI,2005,True,"['Adventure', 'Sci-Fi', 'Thriller']",116,"['Paramount Pictures', 'DreamWorks', 'Amblin Entertainment', 'Cruise/Wagner Productions']",6.5,360730.0,['Steven Spielberg']
Sweet Home Alabama,B00007E2F5,2002,True,"['Comedy', 'Romance']",108,"['Touchstone Pictures', 'Original Film', 'D&D Films', 'Pigeon Creek Films']",6.2,89663.0,['Andy Tennant']
Final Destination 2,B00005JLZK,2003,True,"['Horror', 'Thriller']",90,"['New Line Cinema', 'Zide-Perry Productions']",6.2,130455.0,['David R. Ellis']
You Kill Me,B000UAE7KO,2007,True,"['Comedy', 'Crime', 'Romance', 'Thriller']",93,"['Bipolar Pictures', 'Carol Baum Productions', 'Code Entertainment', 'Dillinger Productions', 'Echo Lake Entertainment', 'Green Tulip Productions', 'Independent Film Group']",6.5,16682.0,['John Dahl']
Dark Blue,B00005JLO8,2002,True,"['Action', 'Crime', 'Drama', 'Thriller']",118,"['Alphaville Films', 'Cosmic Pictures', 'IM Filmproduktion', 'Intermedia Films']",6.6,18290.0,['Ron Shelton']
The Double,B005NKIPUY,2013,True,"['Comedy', 'Drama', 'Thriller']",93,"['Alcove Entertainment', 'Attercop Productions', 'British Film Institute (BFI)', 'Film4']",6.5,40417.0,['Richard Ayoade']
Scream,6304675348,1996,True,"['Horror', 'Mystery']",111,"['Dimension Films', 'Woods Entertainment']",7.2,241636.0,['Wes Craven']
The Signal,B001662FKK,2014,True,"['Sci-Fi', 'Thriller']",97,"['Automatik Entertainment', 'Low Spark Films', 'Signal Film Group']",6.1,53840.0,['William Eubank']
Robin Hood: Prince of Thieves,6302206294,1991,True,"['Action', 'Adventure', 'Drama', 'Romance']",143,"['Warner Bros.', 'Morgan Creek Entertainment Group']",6.9,155395.0,['Kevin Reynolds']
The Yards,B000059MQ3,2000,True,"['Crime', 'Drama', 'Romance', 'Thriller']",115,"['Miramax', 'Industry Entertainment']",6.4,17308.0,['James Gray']
Hoodwinked,B000EQ5UHI,2006,False,,76,,,,
Kick-Ass 2,B00BEIYH1A,2013,True,"['Action', 'Comedy', 'Crime']",103,"['Universal Pictures', 'Marv Films', 'Dentsu']",6.6,221751.0,['Jeff Wadlow']
I Think I Love My Wife,B000R5OFNG,2007,True,"['Comedy', 'Drama', 'Romance']",94,"['Fox Searchlight Pictures', 'UTV Motion Pictures', 'Zahrlo Productions']",5.5,14307.0,['Chris Rock']
Coyote Ugly,B0000524E5,2000,True,"['Comedy', 'Drama', 'Music', 'Romance']",100,"['Jerry Bruckheimer Films', 'Touchstone Pictures']",5.6,95842.0,['David McNally']
Dark Water,B0009KA2UO,2005,True,"['Drama', 'Horror', 'Thriller']",105,"['Touchstone Pictures', 'Pandemonium Productions', 'Vertigo Entertainment', 'Post No Bills Films']",5.6,53459.0,['Walter Salles']
The Slammin' Salmon,B00363WG5K,2009,True,['Comedy'],USA:90,"['Broken Lizard Industries', 'Cataland Films']",6.5,11398.0,['Kevin Heffernan']
Sweeney Todd: The Demon Barber of Fleet Street,B00005JL6V,2007,True,"['Drama', 'Horror', 'Musical', 'Thriller']",116,"['DreamWorks', 'Warner Bros.', 'Parkes+MacDonald Image Nation', 'Zanuck Company, The', 'Tim Burton Productions']",7.4,304022.0,['Tim Burton']
Orphan,B0021L8UPS,2009,True,"['Horror', 'Mystery', 'Thriller']",123,"['Dark Castle Entertainment', 'Appian Way', 'Studio Babelsberg Motion Pictures', 'StudioCanal', 'DCP Orphan Productions', 'Don Carmody Productions']",7.0,159741.0,['Jaume Collet-Serra']
Hooligans,B000BKTBVI,2005,True,"['Crime', 'Drama', 'Sport']",109,"['Baker Street', 'OddLot Entertainment', 'Yank Film Finance']",7.5,126894.0,['Lexi Alexander']
Tenacious D in The Pick of Destiny,B000MCH5RM,2006,True,"['Adventure', 'Comedy', 'Music', 'Musical']",93,"['Red Hour Films', 'MACRON Filmproduktion']",6.8,91438.0,['Liam Lynch']
Match Point,B000EQHXNW,2005,True,"['Drama', 'Romance', 'Thriller']",124,"['BBC Films', 'Thema Production', 'Jada Productions', 'Kudu Films']",7.7,180336.0,['Woody Allen']
Elle s'appelait Sarah,B004UXUUDA,2010,False,"['Drama', 'War']",France:111,"['Hugo Productions', 'Studio 37', 'TF1 Droits Audiovisuels', 'France 2 Cinéma', 'Canal+', 'TPS Star', 'France Télévision', 'Région Ile-de-France', 'A Plus Image']",7.5,14060.0,['Gilles Paquet-Brenner']
The Professionals,0767827678,1966,True,"['Action', 'Adventure', 'Western']",117,"['Pax Enterprises', 'Columbia Pictures Corporation']",7.4,11070.0,['Richard Brooks']
Searching for Sugar Man,B008CP2E7C,2012,False,"['Documentary', 'Biography', 'Music']",86,"['Red Box Films', 'Passion Pictures', 'Canfield Pictures', 'Documentary Company, The', 'Hysteria Film', 'Saperi Film', 'Sveriges Television (SVT)', 'YLE Co-Productions']",8.2,54030.0,['Malik Bendjelloul']
Modern Times,6302561841,1936,False,"['Comedy', 'Drama', 'Family', 'Romance']",87,['Charles Chaplin Productions'],8.5,164475.0,['Charles Chaplin']
RoboCop,B00HNGZHDE,1987,True,"['Action', 'Crime', 'Sci-Fi', 'Thriller']",102,['Orion Pictures'],7.5,198287.0,['Paul Verhoeven']
Reflections in a Golden Eye,6300268535,1967,False,"['Drama', 'Romance', 'Thriller']",108,['Warner Brothers/Seven Arts'],7.0,5190.0,['John Huston']
Howard the Duck,6300185788,1986,True,"['Action', 'Adventure', 'Comedy', 'Romance', 'Sci-Fi']",110,"['Universal Pictures', 'Lucasfilm']",4.6,36301.0,['Willard Huyck']
American Splendor,B0000U0X20,2003,False,"['Biography', 'Comedy', 'Drama']",101,"['Good Machine', 'Dark Horse Entertainment']",7.5,43758.0,"['Shari Springer Berman', 'Robert Pulcini']"
Kyûketsuki hantâ D,B00003BDZW,1985,True,"['Animation', 'Action', 'Fantasy', 'Horror', 'Sci-Fi']",80,"['Ashi Productions Company', 'CBS Sony Group Inc.', 'Epic/Sony', 'Movic']",7.2,10856.0,['Toyoo Ashida']
La ragazza in vetrina,6304056931,1961,False,['Drama'],90,"['Nepi Film', 'Sofitedip', 'Zodiaque Productions']",7.2,133.0,['Luciano Emmer']
Narrow Margin,0784011699,1990,True,"['Action', 'Crime', 'Thriller']",97,['Carolco Pictures'],6.6,6422.0,['Peter Hyams']
(500) Days of Summer,B001UV4XUG,2009,True,"['Comedy', 'Drama', 'Romance']",95,"['Fox Searchlight Pictures', 'Watermark', 'Dune Entertainment III', 'Wonder Works Studios Entertainment Group']",7.7,411386.0,['Marc Webb']
Maximum Conviction,B0090EDE1Y,2012,True,"['Action', 'Adventure', 'Thriller']",USA:98,"['Steamroller Productions', 'Voltage Pictures']",4.9,5683.0,['Keoni Waxman']
Insomnia,6305389519,2002,True,"['Drama', 'Mystery', 'Thriller']",118,"['Alcon Entertainment', 'Witt/Thomas Productions', 'Section Eight', 'Insomnia Productions', 'Summit Entertainment']",7.2,237551.0,['Christopher Nolan']
Adventureland,B002BFBAUG,2009,True,"['Comedy', 'Drama', 'Romance']",Argentina:107,"['Miramax', 'Sidney Kimmel Entertainment', 'This Is That Productions']",6.8,139743.0,['Greg Mottola']
Chasing Liberty,B0001NECQE,2004,False,"['Comedy', 'Romance']",101,"['Alcon Entertainment', 'Trademark Films', 'C.R.G. International', 'ETIC Films', 'Micro Fusion 2003-2']",6.1,32130.0,['Andy Cadiff']
Land of the Dead,B00005JO16,2005,True,"['Horror', 'Thriller']",93,"['Universal Pictures', 'Atmosphere Entertainment MM', 'Romero-Grunwald Productions', 'Wild Bunch', 'Rangerkim', 'Ontario Media Development Corporation (OMDC)', 'Exception Wild Bunch']",6.2,83134.0,['George A. Romero']
Red Dawn,0792837797,2012,True,"['Action', 'Sci-Fi', 'Thriller']",93,"['FilmDistrict', 'Contrafilm', 'FilmNation Entertainment', 'Metro-Goldwyn-Mayer (MGM)', 'United Artists', 'Vincent Newman Entertainment']",5.4,65833.0,['Dan Bradley']
Salvador,0792845145,1986,True,"['Drama', 'History', 'Thriller', 'War']",122,['Hemdale'],7.5,16507.0,['Oliver Stone']
Clue,6300214699,1985,True,"['Comedy', 'Crime', 'Mystery', 'Thriller']",94,"['Paramount Pictures', 'Guber-Peters Company, The', 'PolyGram Filmed Entertainment', 'Debra Hill Productions']",7.3,63282.0,['Jonathan Lynn']
Black Snake Moan,B00005JP97,2006,True,"['Drama', 'Music']",116,"['Paramount Classics', 'New Deal Productions', 'Southern Cross the Dog Productions']",7.0,55895.0,['Craig Brewer']
Daddy Long Legs,6302136261,1955,False,"['Musical', 'Romance']",126,['Twentieth Century Fox'],6.7,2884.0,['Jean Negulesco']
The Big Chill,6302797624,1983,True,"['Comedy', 'Drama']",105,"['Columbia Pictures Corporation', 'Carson Productions', 'Columbia-Delphi Productions']",7.2,27719.0,['Lawrence Kasdan']
Barry Lyndon,B00000FYPB,1975,True,"['Adventure', 'Drama', 'History', 'War']",184,"['Peregrine', 'Hawk Films', 'Warner Bros.']",8.1,114326.0,['Stanley Kubrick']
First Knight,0800129806,1995,True,"['Action', 'Adventure', 'Romance', 'Thriller']",134,"['Columbia Pictures Corporation', 'First Knight Productions']",5.9,59540.0,['Jerry Zucker']
From the Earth to the Moon,0783114222,1998,True,"['Action', 'Drama', 'History', 'Thriller']",60::(12 episodes),"['Clavius Base', 'Go Flight Inc.', 'Imagine Entertainment']",8.8,8740.0,['David Frankel']
Jules et Jim,1572525851,1962,False,"['Drama', 'Romance']",105,"['Les Films du Carrosse', 'Sédif Productions']",7.9,30331.0,['François Truffaut']
Breaking Bad Season 3: Silent But Deadly - The Brothers Moncada,B0032UYFA6,2011,False,"['Documentary', 'Short']",9::(approx.),['The Cimarron Group'],8.4,133.0,['Stuart Richardson']
The Ward,B0052DP1RC,2010,True,"['Horror', 'Mystery', 'Thriller']",89,"['FilmNation Entertainment', 'Premiere Picture', 'Echo Lake Entertainment', 'A Bigger Boat', 'North by Northwest Entertainment']",5.6,36162.0,['John Carpenter']
Oliver & Company,6304100507,1988,False,"['Animation', 'Adventure', 'Comedy', 'Family', 'Musical']",74,"['Walt Disney Feature Animation', 'Silver Screen Partners III', 'Walt Disney Pictures']",6.7,35973.0,['George Scribner']
"Nosferatu, eine Symphonie des Grauens",6302194296,1922,False,"['Fantasy', 'Horror']",94,"['Jofa-Atelier Berlin-Johannisthal', 'Prana-Film GmbH']",8.0,74439.0,['F.W. Murnau']
Superman Serials: The Complete 1948 & 1950 Theatrical Serials Collection,B000059Z8L,1948,False,,,,6.9,19.0,
Madigan,078323208X,1968,False,"['Crime', 'Drama', 'Thriller']",101,['Universal Pictures'],6.6,2546.0,['Don Siegel']
Simon Birch,0788815466,1998,True,"['Comedy', 'Drama', 'Family']",114,"['Hollywood Pictures', 'Caravan Pictures']",6.9,19143.0,['Mark Steven Johnson']
Conan the Destroyer,0783225946,1984,True,"['Action', 'Adventure', 'Fantasy']",103,"['Dino De Laurentiis Company', 'Edward R. Pressman Film']",5.9,66604.0,['Richard Fleischer']
TNA Wrestling: The Ultimate X Collection,B0002Y69NG,2004,False,['Action'],,,7.5,10.0,
Robin Hood: Men in Tights,6302946387,1993,True,"['Adventure', 'Comedy', 'Musical', 'Romance']",104,"['Brooksfilms', 'Gaumont']",6.7,99085.0,['Mel Brooks']
Mr 3000,B0006GAI5U,2004,False,"['Comedy', 'Drama', 'Romance', 'Sport']",104,"['Touchstone Pictures', 'Dimension Films', 'Kennedy/Marshall Company, The', 'Spyglass Entertainment']",5.5,12812.0,['Charles Stone III']
Friday the 13th,6300218058,2009,True,['Horror'],97,"['New Line Cinema', 'Paramount Pictures', 'Platinum Dunes', 'Crystal Lake Entertainment', 'Sean S. Cunningham Films']",5.6,81892.0,['Marcus Nispel']
Serendipity,B00003CY6L,2001,True,"['Comedy', 'Romance']",90,"['Miramax', 'Tapestry Films', 'Simon Fields Productions']",6.9,92385.0,['Peter Chelsom']
The Exorcist III,0790742640,1990,True,"['Drama', 'Horror', 'Mystery']",110,['Morgan Creek Entertainment Group'],6.3,19643.0,['William Peter Blatty']
Patriot Games,079212569X,1992,True,"['Action', 'Thriller']",117,"['Mace Neufeld Productions', 'Paramount Pictures']",6.9,87220.0,['Phillip Noyce']
Fly Away Home,0800187792,1996,True,"['Adventure', 'Drama', 'Family']",107,"['Columbia Pictures Corporation', 'Sandollar Productions']",6.8,20915.0,['Carroll Ballard']
The Relic,630448187X,1997,True,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",110,"['British Broadcasting Corporation (BBC)', 'Cloud Nine Entertainment', 'Marubeni', 'Mutual Film Company', 'Pacific Western', 'Paramount Pictures', 'Polygram Filmed Entertainment', 'Tele München Fernseh Produktionsgesellschaft (TMG)', 'Toho-Towa', 'Universal Pictures']",5.7,20737.0,['Peter Hyams']
Beyond the Mat,0783243049,1999,False,"['Documentary', 'Biography', 'Sport']",102,"['Universal Family and Home Entertainment', 'Imagine Entertainment', 'Lions Gate Films']",7.6,7199.0,['Barry W. Blaustein']
Tengoku to jigoku,0780021185,1963,False,"['Crime', 'Drama', 'Mystery', 'Thriller']",143,"['Kurosawa Production Co.', 'Toho Company']",8.4,20606.0,['Akira Kurosawa']
Todo sobre mi madre,076783917X,1999,True,['Drama'],101,"['Deseo, El', 'Renn Productions', 'France 2 Cinéma', 'Vía Digital']",7.9,75408.0,['Pedro Almodóvar']
First Look at Ultimate Avengers II,B000CEVC9M,2006,False,['Short'],,,5.1,12.0,['Mac Kenny']
Lucky Number Slevin,B00005JOX2,2006,True,"['Crime', 'Drama', 'Mystery', 'Thriller']",110,"['The Weinstein Company', 'Ascendant Pictures', 'FilmEngine', 'VIP 4 Medienfonds', 'Capitol Films', 'Complex, The', 'Lucky Number Slevin Productions Inc.', ""Mel's Cite du Cinema""]",7.8,277507.0,['Paul McGuigan']
Spartacus,0783226039,1960,True,"['Adventure', 'Biography', 'Drama', 'History', 'War']",184::(premiere version),['Bryna Productions'],7.9,105578.0,['Stanley Kubrick']
Body of Evidence,6302747368,1993,True,"['Drama', 'Thriller']",99,"['Dino De Laurentiis Company', 'Neue Constantin Film']",4.4,12078.0,['Uli Edel']
Le cinquième élément,0767805267,1997,True,"['Action', 'Adventure', 'Sci-Fi']",126,['Gaumont'],7.7,373915.0,['Luc Besson']
Limitless,B0051MKMNC,2011,True,"['Mystery', 'Sci-Fi', 'Thriller']",105,"['Relativity Media', 'Virgin Produced', 'Rogue', 'Many Rivers Productions', 'Boy of the Year', 'Intermedia']",7.4,458338.0,['Neil Burger']
Gorgo,6300252310,1961,False,"['Action', 'Drama', 'Horror', 'Sci-Fi']",78,['King Brothers Productions'],5.6,2413.0,['Eugène Lourié']
Forgetting Sarah Marshall,B001C0JCBA,2008,True,"['Comedy', 'Drama', 'Romance']",111,"['Universal Pictures', 'Apatow Productions']",7.2,231646.0,['Nicholas Stoller']
Paparazzi,B00005JNCN,2004,True,"['Action', 'Crime', 'Drama', 'Thriller']",84,"['Twentieth Century Fox', 'Icon Entertainment International', 'Icon Productions']",5.8,13646.0,['Paul Abascal']
Down with Love,B00005JLZW,2003,True,"['Comedy', 'Romance']",101,"['Fox 2000 Pictures', 'Regency Enterprises', 'Jinks/Cohen Company', 'Mediastream Dritte Film GmbH & Co. Beteiligungs KG', 'Epsilon Motion Pictures']",6.3,35273.0,['Peyton Reed']
Shall we dansu?,B0006GAI6O,1996,False,"['Comedy', 'Drama', 'Music', 'Romance']",136,"['Daiei Studios', 'Nippon Television Network (NTV)', 'Hakuhodo', 'Nihon Shuppan Hanbai', 'Altamira Pictures Inc.']",7.8,9639.0,['Masayuki Suo']
Walking Tall,B000274T94,2004,True,"['Action', 'Crime']",86,"['Metro-Goldwyn-Mayer (MGM)', 'Hyde Park Entertainment', 'Mandeville Films', 'Burke/Samples/Foster Productions', 'WWE Studios', 'Cub Eight Productions']",6.2,57574.0,['Kevin Bray']
Hot Fuzz,B000RJO578,2007,True,"['Action', 'Comedy']",121::(Original Runtime),"['Universal Pictures', 'StudioCanal', 'Working Title Films', 'Big Talk Productions', 'Ingenious Film Partners']",7.9,389179.0,['Edgar Wright']
Flowers in the Attic,6302970040,1987,True,"['Drama', 'Mystery', 'Thriller']",93,['Fries Entertainment'],5.7,8058.0,['Jeffrey Bloom']
Silver Streak,6300247112,1976,True,"['Action', 'Comedy', 'Crime', 'Romance', 'Thriller']",114,"['Frank Yablans Presentations', 'Miller-Milkis Productions', 'Twentieth Century Fox']",6.9,15142.0,['Arthur Hiller']
Brothers Collection,B0000DJYPL,1991,False,['Short'],USA:7,['escreenplay / deanharoldrose'],,,['Dean Harold Rose']
Vertical Limit,B00003CXQF,2000,True,"['Action', 'Adventure', 'Drama', 'Thriller']",124,"['Columbia Pictures Corporation', 'Global Entertainment Productions GmbH & Company Medien KG', 'Mountain High Productions']",5.9,52439.0,['Martin Campbell']
Management,B002C39T3M,2008,True,"['Comedy', 'Drama', 'Romance']",USA:94,"['Sidney Kimmel Entertainment', 'Temple Hill Entertainment', 'Echo Films']",5.9,15622.0,['Stephen Belber']
The Chronicles of Narnia: The Voyage of the Dawn Treader,1616842490,2010,True,"['Adventure', 'Family', 'Fantasy']",113,"['Fox 2000 Pictures', 'Walden Media', 'Dune Entertainment']",6.3,117426.0,['Michael Apted']
Combat Shock,6304369220,1984,True,"['Drama', 'Horror', 'Thriller', 'War']",91,"['2000 A.D. Productions', 'Troma Entertainment']",6.4,2105.0,['Buddy Giovinazzo']
Beautiful Creatures,B009AMAGQM,2013,True,"['Drama', 'Fantasy', 'Romance']",124,"['Alcon Entertainment', 'Belle Pictures', 'Warner Bros. Entertainment']",6.2,74176.0,['Richard LaGravenese']
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",B000069CFH,2005,True,"['Adventure', 'Family', 'Fantasy']",143,"['Walt Disney Pictures', 'Walden Media']",6.9,313543.0,['Andrew Adamson']
In Which We Serve,B0000YEE4E,1942,True,"['Drama', 'War']",USA:115,"['Two Cities Films', 'London Symphony Orchestra, The (LSO)']",7.3,4193.0,"['Noël Coward', 'David Lean']"
"4 luni, 3 saptamâni si 2 zile",B00151QYE4,2007,True,['Drama'],113,"['Mobra Films', 'Centrul National al Cinematografiei (CNC)', 'Mindshare Media', 'McCann-Erickson', 'Televiziunea Romana (TVR1)', 'Saga Film', 'Hubert Bals Fund of the Rotterdam Festival, The', 'Fundatiei Anonimul']",7.9,48807.0,['Cristian Mungiu']
Grace Is Gone,B0013D8LBS,2007,False,['Drama'],85,"['Plum Pictures', 'The Weinstein Company', 'New Crime Productions', 'Benedek Films', 'Hart-Lunsford Pictures']",6.8,8574.0,['Jim Strouse']
Natural Born Killers,6303327974,1994,True,"['Crime', 'Drama']",118,"['Warner Bros.', 'Regency Enterprises', 'Alcor Films', 'Ixtlan', 'New Regency Pictures', 'J D Productions']",7.3,187230.0,['Oliver Stone']
Miami Vice,B000J4QWM2,2006,True,"['Action', 'Crime', 'Thriller']",134,"['Universal Pictures', 'Motion Picture ETA Produktionsgesellschaft', 'Forward Pass', 'Foqus Arte Digital', 'Metropolis Films', 'Michael Mann Productions']",6.0,97966.0,['Michael Mann']
Young Frankenstein,6305168857,1974,True,['Comedy'],106,"['Gruskoff/Venture Films', 'Crossbow Productions', 'Jouer Limited']",8.0,124830.0,['Mel Brooks']
Double Jeopardy,0792160207,1999,True,"['Crime', 'Drama', 'Mystery', 'Thriller']",105,"['Paramount Pictures', 'MFP Munich Film Partners GmbH & Company I. Produktions KG', 'British Columbia Production Services Tax Credit']",6.4,60752.0,['Bruce Beresford']
Dexter Season 6 Preview,B000V86OKG,2011,False,['Comedy'],,['Monkeys in Silk Productions'],9.6,11.0,['Mike Rotman']
Cop Out,B002ZG96ZC,2010,True,"['Action', 'Comedy', 'Crime']",107,"['Warner Bros.', 'Marc Platt Productions']",5.6,78457.0,['Kevin Smith']
This Boy's Life,6302859727,1993,True,"['Biography', 'Drama']",115,"['Knickerbocker Films', 'Warner Bros.']",7.3,38915.0,['Michael Caton-Jones']
There's Something About Mary,6305499071,1998,True,"['Comedy', 'Romance']",119,['Twentieth Century Fox'],7.1,261361.0,"['Bobby Farrelly', 'Peter Farrelly']"
Coogan's Bluff,6300182495,1968,False,"['Action', 'Comedy', 'Crime', 'Thriller']",93,"['Universal Pictures', 'Malpaso Company, The']",6.5,12752.0,['Don Siegel']
Waterloo Bridge,630197834X,1940,False,"['Drama', 'Romance', 'War']",108,['Metro-Goldwyn-Mayer (MGM)'],7.8,7475.0,['Mervyn LeRoy']
The Manchurian Candidate,B0006210ZG,2004,True,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",129,"['Paramount Pictures', 'Scott Rudin Productions', 'Clinica Estetico']",6.6,92051.0,['Jonathan Demme']
